_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review
2892106101,false,finalized,3,12/10/2020 22:56:16,helpful,1.0,37857,استثنائي. تتميز الغرف بالنظافة وطاقم العمل محترم جدا وتعاملهم راقي. لا يوجد شي سوى أن المرتبة غير مريحة قليلا
2892106102,false,finalized,3,12/10/2020 22:56:54,helpful,0.6604,56293,مقبول. عدم وجود خمور ومناسب للعوائل وقربه من امارات مول. ﻻ يستحق 5 نجوم وﻻ تقييم رائع الذي خدعني في بوكنق يستحق 3 نجوم فندق ممل
2892106103,false,finalized,3,12/10/2020 22:56:54,helpful,0.6604,23383,استثنائي. . لا يوجد للحمام خصوصيه
2892106104,false,finalized,3,12/10/2020 22:56:54,helpful,1.0,23907,“فندق رائع”. الفطور منوع وممتاز والمكان نظيف وراقي. الاثاث مستهلك نوعا ما
2892106105,false,finalized,3,12/10/2020 22:56:54,helpful,0.6604,106039,“روعة بكل المقاييس”. كل شي استثنائي. لا شي
2892106106,false,finalized,3,12/10/2020 22:57:39,helpful,1.0,11696,جيد. مكان الفندق والنظافه والغرف واسعه وتحت مول الغرير حلو. استلام الغرفه ساعه 2 .. ودخول الفندق متعب شوي
2892106107,false,finalized,3,12/10/2020 22:57:39,helpful,0.6604,11777,“الرحلة السعيدة”. . عدم وجود وجبة افطار مع الغرفة بدون مقابلوكذلك برأي ان يكون النت ضمن الغرفة مجاناً
2892106108,false,finalized,3,12/10/2020 22:57:39,helpful,0.6604,51102,“جيد انصح به للعوائل”. بدون فطار اخذتالموقع. السعر
2892106109,false,finalized,3,12/10/2020 22:57:39,helpful,0.6604,103139,ضعيف جداً. سيّء. كل حاجة في
2892106110,false,finalized,3,12/10/2020 22:58:35,unrelated,0.6689,14063,“رحلتي كانت ممتازه”. كل شي. لا شي
2892106111,false,finalized,3,12/10/2020 22:58:35,helpful,1.0,73575,مقبول. الخدمه جيده. عندما ارا الصور المعروضه غير صحيحه عندما وصلت الى الفندق دخلت بغرفه الاثاث قديم والفرشه قديمه وقذره من باب الحمام اكرمكم الله الى السرير الفرشه صايره سوداء من اقدام الناس
2892106112,false,finalized,3,12/10/2020 22:58:35,helpful,1.0,170263,“راضى نوع ما”. قريب من كل شى ممنوع دخول الضيوف  امال الاستمرار بالمنع. سواء نظافه الفرش ويوجد اثار ع السرير مسبقهتم تصويرها  عندي بالجوال
2892106113,false,finalized,3,12/10/2020 22:58:35,somewhat_helpful,0.3396,31940,جيد. اسلوب راقي مع النزﻻء. مروش دورة المياه مخرومه والماء يتوزع بشكل عشوائي
2892106114,false,finalized,3,12/10/2020 22:59:29,helpful,0.6604,174236,“رائعه في غير اوقات الزحمه الموسمية”. الموقع وقربة من الخدمات. الانترنت غير مجاني وضعيف
2892106115,false,finalized,3,12/10/2020 22:59:29,helpful,0.6604,153514,“فتدق جدا رائع والموظفون رائعون”. فندق جميل جدا وهادئ ونظيف. الواي فاي بحاجه الى تقويه
2892106116,false,finalized,3,12/10/2020 22:59:29,helpful,0.6604,141918,“راعي الشرقية”. مكان جداً رائع ..نظيف وهادي واللي في الاستقبال تعاملهم راقي .فيه ملاحظة بسيطة سجلتها عند الاستقبال وإن شاء الله مانشوفها المرات الجاية. 
2892106117,false,finalized,3,12/10/2020 22:59:29,helpful,0.6604,152245,“كل شي جميل”. كل شي رائع. موقعه وسط سوق كمبيوترات
2892106118,false,finalized,3,12/10/2020 23:00:36,helpful,0.6604,154808,“شاليه روعه”. استمتعت بوقتي مع الاسره في اجواء ينبع الساحره و تصميم الشاليه الحلو والمسبح الخاص والساحل الجميل. لا يوجد
2892106119,false,finalized,3,12/10/2020 23:00:36,helpful,1.0,203989,ضعيف. نظافة ... راقي. هاتف خدمة الغرف ( تحويلة) لا يردون على الإ بعد عدة إتصالات وهذا مزعج للعملاء
2892106120,false,finalized,3,12/10/2020 23:00:36,helpful,1.0,68437,“بودل اول اختياراتي بكل سفراتي  واضطر اني احجز غيره لو كان مافيه مكان شاغر”. جميع الخدمات جميله وبودل بكل سفره افضل السكن فيها الاكل الخدمه الموقع النظافه طاقم العمل كلها جميله. لاشي
2892106121,false,finalized,3,12/10/2020 23:00:36,helpful,0.6604,47022,استثنائي. كل شي ممتاز . وطاقم العمل ممتاز. لاشي
2892106122,false,finalized,3,12/10/2020 23:00:59,helpful,1.0,91669,“رائع”. راحه ومافي ازعاج وتعامل الاستقبال معنا بابتسامه وشغل نظيف. النت مو سريع
2892106123,false,finalized,3,12/10/2020 23:00:59,helpful,1.0,96988,“السعوديه - المنطقه الشرقيه”. . الاثاث قديم جدا ، مستلزمات الحمام وخاصه فوط الحمام قديمه جدا وعليها اثار دماء اعزكم الله ، ادوات المطبخ قليله
2892106124,false,finalized,3,12/10/2020 23:00:59,helpful,1.0,125573,“الموقع رائع وجميل خصوصا للعائلات”. المسبح للاطفال والشاطئ البحري. 
2892106125,false,finalized,3,12/10/2020 23:00:59,helpful,1.0,143746,“فندق رائع للعوائل”. الفندق جميل وشققه واسعة وخدماته سريعة. وجود التحسينات والترميمات
2892106126,false,finalized,3,12/10/2020 23:01:18,helpful,0.6604,187361,“رائع”. المكان جديد ورائع وسعره معقول. حجزت شقة لخمسة اشخاص والواقع انها لاربعة اشخاص حيث ان سرير الاريكة الذي تم فتحه غير مريح نهائيا
2892106127,false,finalized,3,12/10/2020 23:01:18,helpful,1.0,205110,حسن. الراحه والوايفاي. الرسبشن البعض تعامله زفت واذا بغيت تدخل او تخرج  مافيه الا عاملين يعني تتاخر بالدخول والخروج واما الغرف ضيقه جدا ولا تنفع ابد ابد ولا يستجيبون لشكاوي البوكنج
2892106128,false,finalized,3,12/10/2020 23:01:18,helpful,0.6604,15670,“ازعاج من الجار”. النظافة والتعامل الراقي و الموقف. الغرفة مفصولة عن الجار ب باب والازعاج والاصوات طويلة
2892106129,false,finalized,3,12/10/2020 23:01:18,helpful,1.0,100398,“كراون بلازا للراحة والفخامة أصول”. يمتلك مواقف خاصة للسايرات وهذا بحد ذاته جميلٌ جداً و ذو منفعه~الأكل في إفطار رمضان كان يتميز بوفرة الأصناف وجودة الأكل عالية جداً ذات مذاق شهي ~يعد الفندق الأجمل في تلك الناصية ~. لايوجد عدد موظفين كافٍ لخدمة النزلاء مما سبب في تأخري عن موعد السفر 45 دقيقة عند تسجيل الخروج~وأيضاً بعد رجوعي لمدينتي تفاجأت بإتصال من الفندق يسألني به الموظف عن إيصال نقاط سحب الفيزا ...!وهذا في وجهة نظري سوء إدارة فمن الواجب أن لايتصل الفندق بالنزيل لهذه الأسباب حيث أنني قد أطلعت الموظف الآخر على رسالة تأكيد الإستقطاع من بطاقة الفيزا بإسم الفندق نفسه عن طريق رسائل الجوال~
2892106130,false,finalized,3,12/10/2020 23:02:03,helpful,1.0,35387,“عدم توفير متطلبات الضيف مثل  المكواه وعدم الاكتراث لطلاباته”. . عدم وجوج مواقف سيارات بالقرب من الفندق
2892106131,false,finalized,3,12/10/2020 23:02:03,helpful,1.0,159459,مرضي. الافطار والسرير كانا ممتازيين. لم يكن هناك حوض لسباحة ولا احذيه للحمام
2892106132,false,finalized,3,12/10/2020 23:02:03,helpful,1.0,37233,“قرب الموقع والنظافة”. الموقع قريب جدا من الراشد مول ، النظافة ، تعاون وتعامل ستاف الفندق وتواصلهم مع النزلاء اكثر من رائع. مساحة الشقة صغيرة نوعا ما ، حجزت غرفتين وصالة ويوجد بها فقط دورة مياة واحدة مساحتها صغيرة بها شاور لكن لايوجد بها بانيو ،  توجد غرفة يفصل بينها وبين غرفة اخرى في شقة اخرى باب خشب ، بحيث يمكن سماع الصوت والازعاج ، عدد المواقف محدود .
2892106133,false,finalized,3,12/10/2020 23:02:03,helpful,1.0,137771,“اسوء فندق ..”. مافيه شي عجبني للاسف. الفندق سيء النظافة سيء الخدمة حرام عليهم ١٠٪‏ سسسسيء الحمامات فيها روايح وبنات الليل قدام الفندق واشكال مقززة مع اننا قلنا مالنا دخل بأحد لما حجزنا بس اللي شفناه تو متش  .. مدخل الفندق مب واضح ومافيه لوحة ولا شي .. وفي الدخول لطعونا للساعة ٥ العصصصر مع اننا جيناهم ١:٣٠ الظهر ..  جاي معانا رجال كبير بالعمر عمره فوق ال٦٠ مسكين لطعوه وقفوه ع الريسبشن اكثر من ساعة ونص !! مافيه احترام للنزلاء ولا اهتمام ولا مراعاة .. نصيحة لحد يسكنه
2892106134,false,finalized,3,12/10/2020 23:02:06,helpful,0.6604,200332,“جميل ورائع ونظيف”. . بالنسبه للسرير الاضافي كان قمه بالصلابه . الرجاء الاهتمام ووضع مراتب مريحه للسرير الاضافي
2892106135,false,finalized,3,12/10/2020 23:02:06,helpful,1.0,153224,“اول تجربة”. -سعره وقرب موقعه-الخدمات الموجودة في الغرفه قد لاتجدها في فندق آخر(غسالة ملابس، مكوى،...). -تسجيل الدخول يأخذ وقت طويل ومزعج.-التكييف لا يعمل بكفائه.-هناك نوعية من النزلاء الهمجيين وتجدهم في اللوبي بأثواب النوم!!
2892106136,false,finalized,3,12/10/2020 23:02:06,helpful,0.6604,567,استثنائي. كل شي. لا شي
2892106137,false,finalized,3,12/10/2020 23:02:06,helpful,0.6604,134040,“الزين ما يكمل حلاه”. الخدمة والاستقبال ممتازة. الاتصال وطلب الخدمات يأخذ وقت حتى يرد لدرجة انك تحس نفسك بتكلم STCومافي واي فاي مجاني في كل الفندق وترى الناس بطلت تستخدم الايثرنت
2892106138,false,finalized,3,12/10/2020 23:03:16,helpful,1.0,196494,“قمة في الراحة والنظافة”. الفلل تصميم رائع ومريح و نظيفه وموقع جدا رائع قريب من الشاطئ وفي مكان راقي جدا من جدة استقبال في قمة الاحترام والذوق وخصوصا من الأخ فهد الهقاص. أتمنى ان يستمر هذا الرقي من أفضل لأفضل في المستقبل
2892106139,false,finalized,3,12/10/2020 23:03:16,helpful,1.0,64553,ضعيف. . Bad staff '  specialty someone in front desk named Abdullah he was so bad.تعامل سئ من العاملين في الاستقبال خصوصاً السعودي عبدالله متحايل جداً.  لايصلح ابداً الى كخيار أخير . سرير النوم مزري وعلية أثر صبغ جدران!!؟
2892106140,false,finalized,3,12/10/2020 23:03:16,helpful,1.0,89525,“الفندق المثالي”. فندق رائع، كل شي في هذا الفندق مميّز، طاقم مواقف السيارات، الإستقبال، خدمات الغرف، النظافة، المسبح ، النادي الصحي، التصميم ، الهدوء، موقعه ملاصق للمترو، يستحق سيارته مرة أخرى.. لا شيء
2892106141,false,finalized,3,12/10/2020 23:03:16,helpful,0.6765,55643,"مرضي. Location , clean. عدم اهتمام من الموظفين او زيادة عن طاقتهم الاستيعابيةEmployees lost thier passion"
2892106142,false,finalized,3,12/10/2020 23:02:58,helpful,0.6604,140378,استثنائي. الموقع - الاستقبال وخاصة الأخ حسن - النظافة -المسبح- الجاكوزيكل شي جميل في الفندق. 
2892106143,false,finalized,3,12/10/2020 23:02:58,helpful,0.6604,141661,استثنائي. اعجبني نظافه الغرفه ونظافة الممرات والتعامل الممتاز من الاستقبال مع الشكر والتقدير لهم وايضا شكري وتقديري وامتناني الى الاستاذ عبدالله الزهراتي وطاقم الفندق. 
2892106144,false,finalized,3,12/10/2020 23:02:58,helpful,0.6604,182352,مرضي. الطعام و الموقع و خدمة المطعم ممتازه. موظفي الاستقبال خدمتهم بطيئه و سيئه
2892106145,false,finalized,3,12/10/2020 23:02:58,helpful,0.6604,144959,"“ممتعة”. ابتسامة الموظفينكان في خلل في حجزي, ولما وصلت أعطوني غرفة أعلى من حجزي بنفس المبلغ. "
2892106146,false,finalized,3,12/10/2020 23:03:50,helpful,0.6604,129237,ضعيف. . النظافة ليست كافية وليست على المستوى المطلوب والحمامات يريد لها تغيير
2892106147,false,finalized,3,12/10/2020 23:03:50,helpful,0.6604,168226,مرضي. كل شي. الحمام يحتاج تنظيف وتجديدالسعر عالي
2892106148,false,finalized,3,12/10/2020 23:03:50,helpful,0.6604,22281,“جيد ولكن سيء”. الموقع مميز جداالتكييف ممتاز. الاستقبال كان سيء جدا جداالمواقف ليست مجانيةالانترنت ليس مجانيلايوجد سخان (ماء حار)صور الغرف اجمل من الحقيقة بفارق شاسع جدا
2892106149,false,finalized,3,12/10/2020 23:03:50,helpful,0.6604,24456,“لابأس به”. خدمة موظفي الاستقبال السريعه. النظافة ليست جيدة ووجود روائح في الحمام
2892106150,false,finalized,3,12/10/2020 23:04:26,helpful,1.0,62634,جيد جداً. الموقع ممتاز بس والشاطئ وحمام السباحه ممتاز. بعض من خدمة العملاء مثلا الميني بار لأي نزيل مع أني لم اطلبه وخلال إقامتك طلبت ازالته وكل مره يوعده بالازالته ولكن الي يوم الخروج لم يأتي احد..
2892106151,false,finalized,3,12/10/2020 23:04:26,helpful,1.0,49038,“ممتاز”. ممتاز. 
2892106152,false,finalized,3,12/10/2020 23:04:26,helpful,1.0,224,“النظافة اهم شي في الاقامه”. فندق نظيف. 
2892106153,false,finalized,3,12/10/2020 23:04:26,helpful,1.0,51844,“جيد”. العاملين و الاهتمام. النظافة و السعر
2892106154,false,finalized,3,12/10/2020 23:04:25,helpful,0.6604,38146,مرضي. . وجود روائح كرية بالممراتمغسلة الحمام بالغرفةأثاث دون المستوى وديكور غيرمتناسق بتاتاً
2892106155,false,finalized,3,12/10/2020 23:04:25,not_helpful,0.3396,167148,“رائعه”. كل  شي. ولا شي
2892106156,false,finalized,3,12/10/2020 23:04:25,helpful,0.6604,172439,ممتاز. الموقع ، الواي فاي ، النظافه ، الاستقبال. 
2892106157,false,finalized,3,12/10/2020 23:04:25,not_helpful,0.3396,72979,“رحلة عمل”. . المكيف صوته مزعج بالرغم ان المروحه على اقل درجه
2892106158,false,finalized,3,12/10/2020 23:05:13,helpful,0.6604,40724,مرضي. . وصلت الفندق الساعه الرابعه صباحا يوم الجمعه 2 ابريل واستغرق الامر ساعه امام موظفى الاستقبال للصعود للغرفه لانهم ادعوا بانه لايوجد حجز لكن تم حل المشكله بعد الاتصال ببوكينج مرتين.
2892106159,false,finalized,3,12/10/2020 23:05:13,helpful,0.6604,132918,جيد. الموقع جميلخدمة الباصات ٢٤ ساعةالإفطار جيد و مجاني. السعرالنظافة لا تليق بفندق ٤ نجوملا تتوفر جميع الخدمات فقط مقتصرة على شامبو و صابون و كريم
2892106160,false,finalized,3,12/10/2020 23:05:13,helpful,0.6604,159630,“إقامة مريحة...”. الإفطار جميل ومناسب. يجب وضع جميع مستلزمات الغرفة بدون الحاجة إلى طلبها مثل الحذاء..الفرشاة والمعجون. ..لأني قمت بقلبها واحضروها ..
2892106161,false,finalized,3,12/10/2020 23:05:13,helpful,0.6604,62319,“خدمه رائعه وسعر جيد ومستوى عالى ونظافه ممتازه”. كل شى جميل فى الفندق. العنوان يحتاج للتوضيح بشكل صحيح على بوكنق
2892106162,false,finalized,3,12/10/2020 23:05:08,helpful,1.0,75994,“موقع ممتاز وخدمة فوق رائعة”. سرعة انجاز دخول الفندق /سلاسة الموظفين. لا يوجد خدمة حمل الاغراض للغرفة
2892106163,false,finalized,3,12/10/2020 23:05:08,helpful,1.0,170394,“الفندق عموما جيد”. قربه من الاسواق خدمة الطعام في الغرف جيدة وسريعة. فندق للعزاب ولا يصلح للعوايل عمال نظافة الغرف يحاولون الاقتصاد يقننون وضع المناديل في الغرف عدم وجود حذاء الحمام وروب حمام رائحة دواء الغسيل شديدة في الملابس من مغسلة الفندق نظافة الغرف جيدة لاتحاول التاخر في الخروج عن الساعة الثانية فهم لايتفاهمون في موعد الخروج
2892106164,false,finalized,3,12/10/2020 23:05:08,helpful,1.0,123980,“الادارة الفاشلة السيئة”. . اولا الاستقبال سيء جدا والموظف تعاملة سيء للغاية والحجز الذى درتة لما وصلت الاوتيل قال لية مافى غرفة فردية تاخد غرفة زوجى والازعاج كتير بالاوتيل وتنظيف الغرف شيء 3 ليالى ماعملو اى نظافة للغرفة الجمالى لايصلح للتعامل ولا السكن بة
2892106165,false,finalized,3,12/10/2020 23:05:08,helpful,1.0,163724,جيد. مكانه قرب الاسواق و الشاطى. خدمة الواي فاي في الغرف  ضعيفه جدا
2892106166,false,finalized,3,12/10/2020 23:05:45,helpful,1.0,217256,“ابتسامة ورفاهية”. أعجبني موقع الفندق والنادي الصحي وابتسامة الموظفين. لا شي
2892106167,false,finalized,3,12/10/2020 23:05:45,helpful,1.0,115534,رائع. فندق ممتاز وخاصه لكبار السن لان قريب جداً افضل من الابراج. لاشي
2892106168,false,finalized,3,12/10/2020 23:05:45,helpful,1.0,147136,رائع. قريب جدا من الحرم نظيف للغايه جديد غرفه ممتازةسعره رائع جدا جدا بالنسبه لمكانه وقربه من الحرم ونظافة المكان انا استمتعت بيه جدا بالاخص انه من ناحية باب السلام. 
2892106169,false,finalized,3,12/10/2020 23:05:45,unrelated,0.6609,166175,“رحلة من أجل العلاج”. المكان بجوار مستشفى الملك فيصل التخصصي، طاقم العمل، الفطور، تعونهم معي عند حدوث أزمة مرضية لأخي. المواقف ليسة كافية وهي على الشارع
2892106170,false,finalized,3,12/10/2020 23:36:34,helpful,0.6558,135867,“اسواء اقامه”. موقعه على مجمع الريدسي الفطور متنوع. تعامل الموظفين ونظافه الغرف
2892106171,false,finalized,3,12/10/2020 23:36:34,helpful,0.6558,131872,“مخيب للآمال”. الفندق  جديد. الموقع  الأكل التعامل  المواصلات
2892106172,false,finalized,3,12/10/2020 23:36:34,unrelated,1.0,163808,“اجمل الموجود قرب مول الراشد”. جميع ما ترغب موجود. لا شيء
2892106173,false,finalized,3,12/10/2020 23:36:34,helpful,0.6558,217323,استثنائي. الطاقم وحسن الاستقبال. 
2892106174,false,finalized,3,12/10/2020 23:06:38,helpful,1.0,80853,“يستاهل التجربه”. اللي استقبلنا صواحه نسيت اسمه بس هو مصري ماشاء الله عليه قمه في الاخلاق والادب ودفعت مبلغ زياده على القيمه المطلوبه ورجعوه لي جداً تعامله جميل ومحترم والغندق قريب جداً من المارينا مول وقريب من مطاعم حلوه ينفع للي يحب مكان هادىء وحلو و قريب من كثير اماكن حلوه انصح العوايل فيه بس احجزو بدري. لم يعجبني طاقم التنظيف كانوا كل ما طلبت شي ما يجيبونه واروح وارجع ما كأنهم نظفو قيمة السكن بالنسبه للفندق مرتفعه شوي بالنسبه لي
2892106175,false,finalized,3,12/10/2020 23:06:38,helpful,1.0,30026,“مريح”. الغرف واسعة ، مطبخ جميل ، غسالة ملابس ، بشاشة الموظفين ، حسن الاستقبال والتعاون المرن من ادارة الفندق ، مواقف مجانية. اكثر من مرة اسكن في هذا الفندق لاعجابي به ، ولكن في المرة الاخيرة اعتقد انه بحاجه الى تجديد اثاث ، فالاثاث الموجود حالياً لا يعكس الصورة الجميلة لهذا الفندق ، وشكراً
2892106176,false,finalized,3,12/10/2020 23:06:38,helpful,0.6558,109488,استثنائي. الذى أعجبنى جودة الأكل أثناء الافطار فى شهر رمضان الكريم. لا يوجد تنسيق بين موظفي الاستقبال والمحاسبين حيث تم تاخيرنا عند الوصول لأن موظف الاستقبال ليس لديه علم بأنه تم الدفع من قبلنا مسبقا
2892106177,false,finalized,3,12/10/2020 23:06:38,helpful,0.6558,146197,“فندق عادي”. كثرة الأسرة. النظافة سيئة ولايوجد إهتمام بالمنظر العام والباص يسافر للحرم
2892106178,false,finalized,3,12/10/2020 23:07:50,helpful,0.6558,134496,“إيلاف بكه في راحة معتمرين مكه”. الاستقبال وحسن المظهر. الرائحة غير مناسبه جدا في الفندق فهي كريهة وخدمة الواي فاي سيئة جدا وعدم نظافة طاولات الكفي وكثرة الذباب في الاستقبال والكفي
2892106179,false,finalized,3,12/10/2020 23:07:50,helpful,0.6558,143975,“فلورا كريك رائع”. مكان اقامة رائع جدا قريب من المطاعم ومحطة المترو كلها دقائق سيرا على الاقدام .اسعارهم مرتفعة بس يستاهلون .. 
2892106180,false,finalized,3,12/10/2020 23:07:50,helpful,0.6558,86021,“جيد جدا بالنسبة للثمن”. قائمة الافطار جيدة و متنوعة و طاقم العمل ممتاز اختيار ممتاز اذا كنت تقضي معظم يومك خارج الفندق حيث ان الخدمات الترفيهية داخل الفندق متواضعة. 
2892106181,false,finalized,3,12/10/2020 23:07:50,helpful,0.6558,113258,“إقامة ممتعمه ومريحة وخدمات ممتازه”. فندق ممتاز في جميع الخدمات المقدمة للنزلاء. لا شيء
2892106182,false,finalized,3,12/10/2020 23:08:29,helpful,0.6558,118434,“ممتاز”. موظفة علاقة العملاء رباب تعاملها رائعحجزت غرفه عاديه و حصلت على ابقراد لجناح. 
2892106183,false,finalized,3,12/10/2020 23:08:29,helpful,1.0,105403,“شقق فندقيه راقيه”. الفندق بنظام الشقق الفندقيه ويحتوي على مطبخ مجهز بالكامل من فرن وثلاجه ومغسلة ومناسب لسكن العائلات اثاثه نظيف وراقي جدا. يقع الفندق بالقرب من دبي مول في منطقه ابراج قيد الانشاء يحتاج إلى فتره حتى يتم الانتهاء من المشاريع المعماريه المحيطه وتوصيله بشارع دبي مول حتى يصبح افضل
2892106184,false,finalized,3,12/10/2020 23:08:29,helpful,0.6558,26030,مرضي. قربها من الحرم. صغر المطعم  والزحام فيهلا يوجد مواقف للسياراتموظفي الاستقبال غير بشوشينالتقيد بوقت الدخول الساعة الرابعة مع الامكانية الدخول قبل لان الغرقه فاضيةصغر الغرفة والاثاث قديم عدم تلبية الطلبات إلا بعد الإلحاح عليهم.
2892106185,false,finalized,3,12/10/2020 23:08:29,helpful,0.6558,24284,“لا أنصح بغرفة سرير كنج”. طاقم الموظفين بالاستقبال والعاملين ممتازين الإفطار متنوع ويحتاج إضافة أصناف إضافية. أخذت غرفه سرير كنج أقل مواصفات من غرفه  سريرين مفرده لا يوجد تسريحه ولا مكتب وموجود كرسي واحد والثلاجه مكشوفة ومترهله و الغلايه فوق الثلاجة.
2892106186,false,finalized,3,12/10/2020 23:09:16,helpful,1.0,60906,“فندق رائع وجميل للاقامة”. وجبة العشاء كانت رائعة وجميلة الكفتة وشوربة العدس والتريو اللبناني والهدوء بالمكان. كل شي كان جيدا وحتى عندنا اخطاوء في وجبة الغداء بادر الشيف بالاعتذار بكل رحابة صدر
2892106187,false,finalized,3,12/10/2020 23:09:16,helpful,1.0,164086,“هو مناسب للعائلات وموقعه جيد وذلك لسهوله الحصول على وسيله مواصلات”. اسعار الطعام مرتفعه اضعاف ما هو متوفر خارج الفندق. ليس هناك ميزة للعميل الذى يتكرر نزوله في الفندق اغلب الحمامات لها رائحه قوية ووجود تسريب في انابيب الماء الموكيت في بعض الشقق مستهلك وله رائحة غير مقبوله
2892106188,false,finalized,3,12/10/2020 23:09:16,not_helpful,0.3442,116520,ممتاز. . لايوجد مواقف السيارات
2892106189,false,finalized,3,12/10/2020 23:09:16,helpful,0.6558,92562,جيد. . التأخير في التسكين و الذي استمر لأكثر من ساعة رغم الحجز المسبق و كذلك عند عمل تشك أوت.
2892106190,false,finalized,3,12/11/2020 04:55:04,helpful,0.6599,23726,“2 من 10”. موظف الاستقبال الأسمري يهددني إذا لم أخرج بعد 12 ودقيقه يحسب علي يوم ويخصمه من الكردد كارت وطلبت سندوتشات سفري جلست 35 دقيقه ولم تأتي بعدما خرجت للأسف سي جدا جدا. الفرش والأثاث وموظف الإستقبال الأسمري
2892106191,false,finalized,3,12/11/2020 04:55:04,helpful,0.6599,25005,“المكان جميل ... والخدمة ممتازة وفريق العمل اكثر من رائع”. مساحة الغرف واسعة ..... وفريق العمل يتفانى فى تقديم الخدمة لك. 
2892106192,false,finalized,3,12/11/2020 04:55:04,helpful,0.6599,442,“رائع ونظيف وامانه عند الموظفين”. تصميم الغرف رائع..ومريح..تعامل اكثر من ممتاز وراقي. 
2892106193,false,finalized,3,12/11/2020 04:55:04,unrelated,1.0,16483,ضعيف جداً. نعم. 
2892106194,false,finalized,3,12/11/2020 04:55:59,somewhat_helpful,0.6599,13919,جيد جداً. . عدم توفر مواقف سيارات
2892106195,false,finalized,3,12/11/2020 04:55:59,helpful,1.0,210254,“Noisy hotel”. . The hotel was very noisy as there is a construction work even after midnight and don't worth the money. الفندق مزعج نظرا لاعمال الصيانة حتى بعد منتصف الليل
2892106196,false,finalized,3,12/11/2020 04:55:59,helpful,0.6599,126032,“تجربة جميلة جدا ،،،،،، ولنا عوده”. الفندق على بعضه جميل جدا وتعاملهم جدا راقي وبالاخص الاخ سامح من مصر الحبيبة تعامل في قمة الذوق والاخلاق ..... شكرا لكم. 
2892106197,false,finalized,3,12/11/2020 04:55:59,helpful,0.6599,172507,مقبول. . مزعج لاتستطيع النوم من صوت البار اوالديسكو
2892106198,false,finalized,3,12/11/2020 04:57:23,helpful,0.6599,8708,“مش بطال”. موقع السوق فوق مركز تسوقخدمة البقالة القريبة وتقوم بالتوصيل الدخول  والخروج سهل . سرق من شنطتي طقم اكسسوار قيمته حول ٧٠٠ درهم وأتوقع من عامل الأمتعة دخول عمال الفندق اثناء النوم مع وجود علامة عدم الإزعاج بالباب٣ - لما حبيت أمدد أعطوني سعر اعلى من اللي في الموقع ومن موقع بوكنج وخبرتهم بذلك ورفضوا الاستجابة وقمت بالحجز من بوكنج وانا واقف ع الرسيبشنسكنت بغرفة النادي وكان اللاونج جيد ونظيف بس ما فيه أكل مشروبات فقط
