n,length,num_tokens,num_sentences,avg_sent_len,num_exclm_mark,ratio_q,helpfulness
20,0.031007751937984492,0.01809954751131222,0.0,0.03813559322033898,0.0,0.0,helpful
21,0.1920757967269595,0.17647058823529413,0.0,0.236228813559322,0.0,0.0,helpful
22,0.1515934539190353,0.12669683257918551,0.0,0.18644067796610167,0.0,0.0,helpful
23,0.08354866494401378,0.05429864253393665,0.0,0.1027542372881356,0.0,0.0,not_helpful
24,0.08440999138673558,0.06334841628959276,0.0,0.10381355932203387,0.0,0.0,somewhat_helpful
25,0.0818260120585702,0.07692307692307693,0.0,0.10063559322033896,0.0,0.0,somewhat_helpful
26,0.1524547803617571,0.1176470588235294,0.13043478260869565,0.08898305084745763,0.0,0.0,not_helpful
27,0.05857019810508182,0.03167420814479638,0.0,0.07203389830508475,0.0,0.0,helpful
28,0.13781223083548666,0.11312217194570134,0.0,0.1694915254237288,0.0,0.0,helpful
29,0.10594315245478036,0.07692307692307693,0.13043478260869565,0.06038135593220339,0.0,0.0,helpful
30,0.19724375538329025,0.17647058823529413,0.0,0.24258474576271186,0.0,0.0,helpful
31,0.05857019810508182,0.045248868778280535,0.043478260869565216,0.05164194915254237,0.0,0.0,helpful
32,0.08096468561584841,0.07239819004524888,0.0,0.09957627118644068,0.0,0.0,helpful
33,0.14125753660637386,0.12669683257918551,0.0,0.17372881355932202,0.0,0.0,not_helpful
34,0.08354866494401378,0.05882352941176471,0.0,0.1027542372881356,0.0,0.0,somewhat_helpful
35,0.11541774332472007,0.08144796380090498,0.0,0.14194915254237284,0.0,0.0,somewhat_helpful
36,0.1429801894918174,0.12669683257918551,0.0,0.17584745762711865,0.0,0.0,somewhat_helpful
37,0.1937984496124031,0.17647058823529413,0.0,0.23834745762711865,0.0,0.0,not_helpful
38,0.11800172265288544,0.0995475113122172,0.0,0.14512711864406774,0.0,0.0,not_helpful
39,0.6881998277347114,0.669683257918552,0.13043478260869565,0.4184322033898305,0.05882352941176471,0.0,helpful
40,0.1111111111111111,0.09502262443438914,0.0,0.13665254237288135,0.0,0.0,somewhat_helpful
41,0.07062876830318691,0.06334841628959276,0.0,0.08686440677966101,0.0,0.0,somewhat_helpful
42,0.4151593453919035,0.3800904977375565,0.043478260869565216,0.3805614406779661,0.0,0.0,helpful
43,0.4961240310077519,0.502262443438914,0.43478260869565216,0.13347457627118645,0.1176470588235294,0.0,somewhat_helpful
44,0.11024978466838932,0.09049773755656107,0.043478260869565216,0.0993114406779661,0.0,0.0,somewhat_helpful
45,0.2325581395348837,0.18099547511312214,0.21739130434782608,0.10129766949152542,0.1176470588235294,0.0,somewhat_helpful
46,0.020671834625323002,0.004524886877828055,0.0,0.02542372881355932,0.0,0.0,helpful
47,0.2127476313522825,0.17647058823529413,0.0,0.2616525423728813,0.0,0.0,somewhat_helpful
48,0.2833763996554694,0.25339366515837103,0.0,0.3485169491525424,0.0,0.0,not_helpful
49,0.21102497846683893,0.1990950226244344,0.13043478260869565,0.125,0.1176470588235294,0.25,helpful
50,0.18776916451335054,0.14027149321266968,0.043478260869565216,0.1708156779661017,0.0,0.0,helpful
51,0.1007751937984496,0.07239819004524888,0.0,0.12394067796610167,0.0,0.0,helpful
52,0.0921619293712317,0.06334841628959276,0.0,0.11334745762711865,0.0,0.0,helpful
53,0.2058570198105082,0.167420814479638,0.043478260869565216,0.1875,0.0,0.0,helpful
54,0.07493540051679587,0.049773755656108594,0.0,0.09216101694915252,0.0,0.0,not_helpful
55,0.11541774332472007,0.10407239819004524,0.0,0.14194915254237284,0.0,0.0,helpful
56,0.07924203273040482,0.07692307692307693,0.0,0.09745762711864406,0.0,0.0,helpful
57,0.050818260120585705,0.027149321266968326,0.0,0.0625,0.0,0.0,helpful
58,0.1748492678725237,0.13574660633484162,0.0,0.21504237288135594,0.0,0.0,somewhat_helpful
59,0.08440999138673558,0.07239819004524888,0.0,0.10381355932203387,0.0,0.0,helpful
60,0.2463393626184324,0.24886877828054302,0.08695652173913042,0.17796610169491525,0.0,0.0,helpful
61,0.012919896640826873,0.0,0.0,0.015889830508474576,0.0,0.0,helpful
62,0.047372954349698536,0.03619909502262444,0.0,0.05826271186440678,0.0,0.0,helpful
63,0.03273040482342808,0.022624434389140267,0.0,0.04025423728813559,0.0,0.0,not_helpful
64,0.0921619293712317,0.05882352941176471,0.0,0.11334745762711865,0.0,0.0,helpful
65,0.020671834625323002,0.004524886877828055,0.0,0.02542372881355932,0.0,0.0,helpful
66,0.033591731266149866,0.013574660633484163,0.0,0.0413135593220339,0.0,0.0,helpful
67,0.060292850990525414,0.049773755656108594,0.0,0.07415254237288135,0.0,0.0,helpful
68,0.2136089577950043,0.2081447963800905,0.043478260869565216,0.19465042372881355,0.0,0.0,helpful
69,0.14039621016365206,0.1176470588235294,0.0,0.1726694915254237,0.0,0.0,helpful
70,0.16020671834625322,0.1176470588235294,0.43478260869565216,0.03813559322033898,0.0,0.0,somewhat_helpful
71,0.13178294573643412,0.1085972850678733,0.0,0.16207627118644066,0.0,0.0,not_helpful
72,0.10938845822566752,0.08597285067873303,0.0,0.13453389830508475,0.0,0.0,helpful
73,0.32213608957795004,0.2760180995475113,0.0,0.3961864406779661,0.0,0.0,helpful
74,0.2825150732127477,0.2579185520361991,0.0,0.34745762711864403,0.0,0.0,helpful
75,0.05167958656330749,0.049773755656108594,0.0,0.0635593220338983,0.0,0.0,somewhat_helpful
76,0.07062876830318691,0.05429864253393665,0.0,0.08686440677966101,0.0,0.0,helpful
77,0.0818260120585702,0.06787330316742081,0.0,0.10063559322033896,0.0,0.0,not_helpful
78,0.1912144702842377,0.18099547511312214,0.0,0.2351694915254237,0.0,0.0,helpful
79,0.16192937123169682,0.14027149321266968,0.0,0.19915254237288132,0.0,0.0,unrelated
80,0.08785529715762272,0.06787330316742081,0.0,0.10805084745762712,0.0,0.0,helpful
81,0.04565030146425495,0.022624434389140267,0.0,0.056144067796610166,0.0,0.0,somewhat_helpful
82,0.06890611541774333,0.05882352941176471,0.0,0.0847457627118644,0.0,0.0,helpful
83,0.02842377260981912,0.01809954751131222,0.0,0.034957627118644065,0.0,0.0,helpful
84,0.483204134366925,0.4751131221719457,0.0,0.5942796610169491,0.0,0.0,not_helpful
85,0.2997416020671835,0.24886877828054302,0.0,0.3686440677966101,0.0,0.0,somewhat_helpful
86,0.22136089577950044,0.18099547511312214,0.0,0.2722457627118644,0.0,0.0,somewhat_helpful
87,0.09819121447028424,0.09502262443438914,0.0,0.12076271186440678,0.0,0.0,somewhat_helpful
88,0.2015503875968992,0.18552036199095026,0.0,0.24788135593220334,0.0,0.0,somewhat_helpful
89,0.11541774332472007,0.10407239819004524,0.08695652173913042,0.08135593220338982,0.0,0.0,helpful
90,0.16709732988802756,0.1493212669683258,0.0,0.2055084745762712,0.0,0.0,helpful
91,0.08699397071490095,0.05882352941176471,0.0,0.1069915254237288,0.0,0.0,helpful
92,0.08010335917312661,0.049773755656108594,0.0,0.09851694915254236,0.0,0.0,not_helpful
93,0.34711455641688205,0.2579185520361991,0.0,0.42690677966101703,0.0,0.0,somewhat_helpful
94,0.24720068906115414,0.19004524886877827,0.043478260869565216,0.22563559322033894,0.0,0.0,helpful
95,0.248062015503876,0.2081447963800905,0.043478260869565216,0.2264300847457627,0.0,0.0,somewhat_helpful
96,0.21619293712316967,0.17647058823529413,0.0,0.2658898305084746,0.0,0.0,helpful
97,0.32041343669250644,0.29411764705882354,0.0,0.39406779661016944,0.0,0.0,helpful
98,0.020671834625323002,0.01809954751131222,0.0,0.02542372881355932,0.0,0.0,helpful
99,0.09819121447028424,0.09502262443438914,0.043478260869565216,0.0881885593220339,0.0,0.0,helpful
100,0.2265288544358312,0.20361990950226244,0.0,0.2786016949152542,0.0,0.0,helpful
101,0.13092161929371232,0.11312217194570134,0.3478260869565217,0.03697996918335901,0.0,0.0,helpful
102,0.09043927648578813,0.05429864253393665,0.17391304347826084,0.04222154963680387,0.0,0.0,helpful
103,0.0068906115417743325,0.004524886877828055,0.0,0.00847457627118644,0.0,0.0,somewhat_helpful
104,0.017226528854435832,0.01809954751131222,0.0,0.021186440677966097,0.0,0.0,not_helpful
105,0.1524547803617571,0.14027149321266968,0.043478260869565216,0.1382415254237288,0.0,0.0,helpful
106,0.1929371231696813,0.16289592760180996,0.21739130434782608,0.08302436440677965,0.0,0.0,helpful
107,0.05598621877691645,0.049773755656108594,0.0,0.06885593220338983,0.0,0.0,helpful
108,0.4401378122308355,0.41628959276018107,0.0,0.5413135593220338,0.0,0.0,helpful
109,0.09474590869939707,0.05429864253393665,0.4782608695652174,0.017478813559322032,0.0,0.0,not_helpful
110,0.07321274763135227,0.05882352941176471,0.0,0.09004237288135593,0.0,0.0,helpful
111,0.07838070628768304,0.05429864253393665,0.0,0.09639830508474576,0.0,0.0,not_helpful
112,0.19465977605512488,0.16289592760180996,0.13043478260869565,0.11493644067796607,0.0,0.0,helpful
113,0.09646856158484066,0.10407239819004524,0.043478260869565216,0.08659957627118642,0.0,0.0,helpful
114,0.15503875968992248,0.17194570135746606,0.0,0.1906779661016949,0.0,0.0,helpful
115,0.12575366063738158,0.08597285067873303,0.0,0.15466101694915252,0.0,0.0,helpful
116,0.05857019810508182,0.03619909502262444,0.0,0.07203389830508475,0.0,0.0,helpful
117,0.1326442721791559,0.10407239819004524,0.0,0.163135593220339,0.0,0.0,helpful
118,0.1016365202411714,0.09502262443438914,0.0,0.125,0.0,0.0,not_helpful
119,0.036175710594315236,0.022624434389140267,0.0,0.04449152542372881,0.0,0.0,helpful
120,0.034453057708871665,0.013574660633484163,0.0,0.0423728813559322,0.0,0.0,helpful
121,0.17140396210163653,0.15384615384615385,0.0,0.21080508474576268,0.0,0.0,helpful
122,0.2868217054263566,0.2760180995475113,0.08695652173913042,0.20783898305084747,0.0,0.0,helpful
123,0.11627906976744184,0.1085972850678733,0.0,0.14300847457627114,0.0,0.0,helpful
124,0.08354866494401378,0.05882352941176471,0.043478260869565216,0.0746822033898305,0.0,0.0,not_helpful
125,0.01981050818260121,0.01809954751131222,0.0,0.02436440677966101,0.0,0.0,helpful
126,0.12489233419465977,0.12217194570135745,0.0,0.15360169491525424,0.0,0.0,helpful
127,0.08527131782945736,0.05882352941176471,0.0,0.1048728813559322,0.0,0.0,helpful
128,0.02842377260981912,0.01809954751131222,0.0,0.034957627118644065,0.0,0.0,helpful
129,0.2497846683893196,0.2579185520361991,0.08695652173913042,0.1805084745762712,0.0,0.0,helpful
130,0.009474590869939709,0.00904977375565611,0.0,0.011652542372881356,0.0,0.0,helpful
131,0.1007751937984496,0.08144796380090498,0.0,0.12394067796610167,0.0,0.0,helpful
132,0.05512489233419466,0.049773755656108594,0.0,0.06779661016949151,0.0,0.0,somewhat_helpful
133,0.035314384151593464,0.027149321266968326,0.0,0.0434322033898305,0.0,0.0,helpful
134,0.033591731266149866,0.01809954751131222,0.0,0.0413135593220339,0.0,0.0,helpful
135,0.10594315245478036,0.09049773755656107,0.0,0.1302966101694915,0.0,0.0,helpful
136,0.1119724375538329,0.09049773755656107,0.0,0.13771186440677965,0.0,0.0,helpful
137,0.2248062015503876,0.22171945701357465,0.0,0.2764830508474576,0.0,0.0,helpful
138,0.0611541774332472,0.05882352941176471,0.0,0.07521186440677965,0.0,0.0,helpful
139,0.020671834625323002,0.004524886877828055,0.0,0.02542372881355932,0.0,0.0,helpful
140,0.060292850990525414,0.04072398190045249,0.043478260869565216,0.053230932203389834,0.0,0.0,helpful
141,0.16106804478897502,0.1085972850678733,0.0,0.19809322033898305,0.0,0.0,helpful
142,0.30835486649440136,0.2986425339366516,0.0,0.3792372881355932,0.0,0.0,helpful
143,0.014642549526270456,0.00904977375565611,0.0,0.018008474576271187,0.0,0.0,helpful
144,0.08871662360034452,0.07692307692307693,0.0,0.10911016949152542,0.0,0.0,helpful
145,0.09302325581395347,0.08597285067873303,0.0,0.11440677966101695,0.0,0.0,helpful
146,0.026701119724375538,0.013574660633484163,0.0,0.03283898305084746,0.0,0.0,helpful
147,0.0714900947459087,0.05882352941176471,0.0,0.08792372881355932,0.0,0.0,helpful
148,0.20241171403962105,0.15384615384615385,0.9565217391304348,0.021483050847457625,0.0,0.0,helpful
149,0.07235142118863049,0.06787330316742081,0.0,0.08898305084745763,0.0,0.0,helpful
150,0.1016365202411714,0.07239819004524888,0.0,0.125,0.0,0.0,helpful
151,0.21791559000861327,0.1990950226244344,0.0,0.26800847457627114,0.0,0.0,helpful
152,0.0818260120585702,0.06787330316742081,0.043478260869565216,0.07309322033898305,0.17647058823529413,0.0,somewhat_helpful
153,0.044788975021533166,0.045248868778280535,0.0,0.055084745762711856,0.0,0.0,helpful
154,0.06890611541774333,0.05429864253393665,0.0,0.0847457627118644,0.0,0.0,helpful
155,0.05598621877691645,0.045248868778280535,0.0,0.06885593220338983,0.0,0.0,somewhat_helpful
156,0.14039621016365206,0.12217194570135745,0.0,0.1726694915254237,0.0,0.0,helpful
157,0.024117140396210164,0.01809954751131222,0.0,0.029661016949152543,0.0,0.0,somewhat_helpful
158,0.16709732988802756,0.14479638009049775,0.0,0.2055084745762712,0.2352941176470588,0.0,helpful
159,0.12575366063738158,0.0995475113122172,0.0,0.15466101694915252,0.0,0.0,helpful
160,0.2058570198105082,0.1990950226244344,0.0,0.2531779661016949,0.0,0.0,helpful
161,0.2515073212747632,0.2171945701357466,0.043478260869565216,0.2296080508474576,0.0,0.0,helpful
162,0.4487510766580534,0.4298642533936652,0.08695652173913042,0.32733050847457623,0.0,0.0,helpful
163,0.044788975021533166,0.03167420814479638,0.0,0.055084745762711856,0.0,0.0,helpful
164,0.020671834625323002,0.00904977375565611,0.0,0.02542372881355932,0.0,0.0,helpful
165,0.29457364341085274,0.2760180995475113,0.0,0.3622881355932203,0.0,0.0,somewhat_helpful
166,0.1016365202411714,0.08144796380090498,0.0,0.125,0.0,0.0,helpful
167,0.4134366925064599,0.3891402714932127,0.043478260869565216,0.3789724576271186,0.0,0.0,helpful
168,0.10422049956933678,0.08597285067873303,0.0,0.1281779661016949,0.0,0.0,helpful
169,0.12919896640826872,0.1085972850678733,0.0,0.15889830508474576,0.0,0.0,helpful
170,0.06718346253229975,0.05429864253393665,0.0,0.0826271186440678,0.0,0.0,helpful
171,0.1024978466838932,0.08144796380090498,0.0,0.1260593220338983,0.0,0.0,helpful
172,0.09905254091300604,0.06787330316742081,0.0,0.12182203389830508,0.0,0.0,helpful
173,0.2325581395348837,0.20361990950226244,0.0,0.28601694915254233,0.0,0.0,not_helpful
174,0.1335055986218777,0.14027149321266968,0.08695652173913042,0.09470338983050848,0.0,0.0,helpful
175,0.024117140396210164,0.013574660633484163,0.0,0.029661016949152543,0.0,0.0,helpful
176,0.09819121447028424,0.07239819004524888,0.0,0.12076271186440678,0.0,0.0,helpful
177,0.07751937984496124,0.07239819004524888,0.0,0.09533898305084744,0.0,0.0,helpful
178,0.16106804478897502,0.12669683257918551,0.0,0.19809322033898305,0.0,0.0,helpful
179,0.2015503875968992,0.15384615384615385,0.0,0.24788135593220334,0.0,0.0,helpful
180,0.18604651162790695,0.1493212669683258,0.08695652173913042,0.13347457627118645,0.0,0.0,helpful
181,0.4453057708871662,0.3755656108597285,0.13043478260869565,0.2690677966101695,0.0,0.0,helpful
182,0.06804478897502153,0.06334841628959276,0.0,0.08368644067796609,0.0,0.0,helpful
183,0.1343669250645995,0.1085972850678733,0.0,0.1652542372881356,0.0,0.0,helpful
184,0.2308354866494401,0.1990950226244344,0.08695652173913042,0.16652542372881354,0.0,0.0,helpful
185,0.14987080103359174,0.14027149321266968,0.043478260869565216,0.1358580508474576,0.0,0.0,helpful
186,0.13695090439276486,0.14479638009049775,0.0,0.1684322033898305,0.0,0.0,helpful
187,0.2713178294573643,0.25339366515837103,0.39130434782608703,0.07627118644067796,0.0,0.0,helpful
188,0.026701119724375538,0.00904977375565611,0.043478260869565216,0.02224576271186441,0.0,0.0,somewhat_helpful
189,0.035314384151593464,0.03167420814479638,0.0,0.0434322033898305,0.0,0.0,helpful
190,0.10594315245478036,0.08144796380090498,0.0,0.1302966101694915,0.0,0.0,somewhat_helpful
191,0.034453057708871665,0.01809954751131222,0.0,0.0423728813559322,0.0,0.0,helpful
192,0.4651162790697674,0.41628959276018107,0.0,0.5720338983050847,0.2352941176470588,0.0,helpful
193,0.10422049956933678,0.08597285067873303,0.0,0.1281779661016949,0.0,0.0,helpful
194,0.3273040482342808,0.3122171945701357,0.0,0.4025423728813559,0.0,0.0,helpful
195,0.11886304909560726,0.09049773755656107,0.0,0.1461864406779661,0.0,0.0,helpful
196,0.1731266149870801,0.12669683257918551,0.0,0.2129237288135593,0.0,0.0,helpful
197,0.0913006029285099,0.08144796380090498,0.0,0.11228813559322036,0.0,0.0,helpful
198,0.11369509043927647,0.07692307692307693,0.0,0.13983050847457626,0.0,0.0,helpful
199,0.06976744186046513,0.05429864253393665,0.0,0.0858050847457627,0.0,0.0,helpful
200,0.08957795004306633,0.07692307692307693,0.0,0.11016949152542373,0.0,0.0,helpful
201,0.05770887166236004,0.045248868778280535,0.0,0.07097457627118642,0.0,0.0,helpful
202,0.13867355727820846,0.1085972850678733,0.08695652173913042,0.09851694915254236,0.0,0.0,helpful
203,0.2988802756244617,0.29411764705882354,0.0,0.3675847457627119,0.0,0.0,somewhat_helpful
204,0.2325581395348837,0.18099547511312214,0.0,0.28601694915254233,0.0,0.0,helpful
205,0.248062015503876,0.2262443438914027,0.08695652173913042,0.1792372881355932,0.0,0.0,helpful
206,0.09388458225667527,0.08144796380090498,0.0,0.11546610169491525,0.0,0.0,helpful
207,0.03962101636520241,0.03619909502262444,0.0,0.04872881355932203,0.0,0.0,helpful
208,0.10335917312661498,0.08597285067873303,0.0,0.1271186440677966,0.0,0.0,helpful
209,0.1119724375538329,0.0995475113122172,0.08695652173913042,0.07881355932203389,0.0,0.0,helpful
210,0.11283376399655468,0.08597285067873303,0.043478260869565216,0.10169491525423728,0.0,0.0,helpful
211,0.0913006029285099,0.08144796380090498,0.0,0.11228813559322036,0.0,0.0,helpful
212,0.013781223083548663,0.0,0.0,0.016949152542372878,0.0,0.0,helpful
213,0.13006029285099052,0.12217194570135745,0.0,0.15995762711864406,0.0,0.0,helpful
214,0.05598621877691645,0.05429864253393665,0.0,0.06885593220338983,0.0,0.0,helpful
215,0.07407407407407407,0.06787330316742081,0.0,0.09110169491525424,0.0,0.0,helpful
216,0.11024978466838932,0.07692307692307693,0.0,0.13559322033898302,0.0,0.0,helpful
217,0.29285099052540914,0.21266968325791852,0.0,0.3601694915254237,0.0,0.0,helpful
218,0.04565030146425495,0.03619909502262444,0.0,0.056144067796610166,0.0,0.0,helpful
219,0.07235142118863049,0.07239819004524888,0.0,0.08898305084745763,0.0,0.0,helpful
220,0.2368647717484927,0.20361990950226244,0.2608695652173913,0.09074858757062147,0.0,0.0,helpful
221,0.05254091300602928,0.03167420814479638,0.0,0.0646186440677966,0.0,0.0,helpful
222,0.11369509043927647,0.11312217194570134,0.0,0.13983050847457626,0.0,0.0,helpful
223,0.09043927648578813,0.07692307692307693,0.0,0.11122881355932204,0.0,0.0,somewhat_helpful
224,0.026701119724375538,0.013574660633484163,0.0,0.03283898305084746,0.0,0.0,somewhat_helpful
225,0.0714900947459087,0.06334841628959276,0.0,0.08792372881355932,0.0,0.0,helpful
226,0.14987080103359174,0.1176470588235294,0.0,0.18432203389830507,0.0,0.0,helpful
227,0.03273040482342808,0.027149321266968326,0.0,0.04025423728813559,0.0,0.0,helpful
228,0.1533161068044789,0.11312217194570134,0.21739130434782608,0.0647510593220339,0.0,0.0,not_helpful
229,0.07321274763135227,0.049773755656108594,0.0,0.09004237288135593,0.0,0.0,helpful
230,0.09905254091300604,0.07692307692307693,0.043478260869565216,0.08898305084745763,0.0,0.0,helpful
231,0.0913006029285099,0.07239819004524888,0.13043478260869565,0.0513771186440678,0.0,0.0,helpful
232,0.05770887166236004,0.05429864253393665,0.0,0.07097457627118642,0.0,0.0,helpful
233,0.03186907838070629,0.022624434389140267,0.0,0.03919491525423729,0.0,0.0,helpful
234,0.08785529715762272,0.07692307692307693,0.0,0.10805084745762712,0.0,0.0,helpful
235,0.037898363479758834,0.01809954751131222,0.08695652173913042,0.024152542372881357,0.0,0.0,helpful
236,0.034453057708871665,0.027149321266968326,0.0,0.0423728813559322,0.0,0.0,helpful
237,0.0921619293712317,0.07692307692307693,0.0,0.11334745762711865,0.0,0.0,helpful
238,0.037037037037037035,0.022624434389140267,0.0,0.04555084745762712,0.0,0.0,helpful
239,0.16968130921619293,0.13574660633484162,0.0,0.2086864406779661,0.0,0.0,helpful
240,0.5658914728682171,0.502262443438914,0.17391304347826084,0.2928268765133172,0.0,0.0,helpful
241,0.10594315245478036,0.09049773755656107,0.0,0.1302966101694915,0.0,0.0,helpful
242,0.04909560723514212,0.04072398190045249,0.0,0.06038135593220339,0.0,0.0,helpful
243,0.035314384151593464,0.013574660633484163,0.0,0.0434322033898305,0.0,0.0,not_helpful
244,0.22739018087855295,0.21266968325791852,0.17391304347826084,0.11440677966101695,0.0,0.0,helpful
245,0.08527131782945736,0.05429864253393665,0.0,0.1048728813559322,0.0,0.0,not_helpful
246,0.044788975021533166,0.027149321266968326,0.0,0.055084745762711856,0.0,0.0,helpful
247,0.1214470284237726,0.1176470588235294,0.0,0.149364406779661,0.0,0.0,helpful
248,0.43583118001722654,0.34841628959276016,0.17391304347826084,0.22427360774818397,0.0,0.0,helpful
249,0.062015503875968984,0.05429864253393665,0.0,0.07627118644067796,0.0,0.0,helpful
250,0.26270456503014644,0.24886877828054302,0.0,0.323093220338983,0.0,0.0,helpful
251,0.14125753660637386,0.1085972850678733,0.0,0.17372881355932202,0.0,0.0,helpful
252,0.08871662360034452,0.07239819004524888,0.0,0.10911016949152542,0.0,0.0,helpful
253,0.1748492678725237,0.1583710407239819,0.08695652173913042,0.12521186440677964,0.0,0.0,helpful
254,0.07579672695951765,0.05882352941176471,0.0,0.09322033898305083,0.0,0.0,helpful
255,0.07838070628768304,0.049773755656108594,0.17391304347826084,0.035865617433414036,0.0,0.0,helpful
256,0.04651162790697674,0.05429864253393665,0.0,0.057203389830508475,0.0,0.0,helpful
257,0.1438415159345392,0.14479638009049775,0.0,0.17690677966101692,0.0,0.0,not_helpful
258,0.13695090439276486,0.13122171945701358,0.043478260869565216,0.12394067796610167,0.0,0.0,helpful
259,0.014642549526270456,0.00904977375565611,0.0,0.018008474576271187,0.0,0.0,helpful
260,0.19035314384151594,0.167420814479638,0.0,0.23411016949152544,0.0,0.0,helpful
261,0.09732988802756244,0.08597285067873303,0.0,0.11970338983050845,0.0,0.0,not_helpful
262,0.17743324720068904,0.11312217194570134,0.0,0.21822033898305085,0.0,0.0,helpful
263,0.09991386735572784,0.08144796380090498,0.0,0.12288135593220338,0.0,0.0,somewhat_helpful
264,0.037037037037037035,0.027149321266968326,0.0,0.04555084745762712,0.0,0.0,helpful
265,0.17829457364341084,0.1493212669683258,0.0,0.21927966101694915,0.0,0.0,helpful
266,0.059431524547803614,0.03619909502262444,0.0,0.07309322033898305,0.0,0.0,helpful
267,0.03875968992248062,0.03167420814479638,0.0,0.047669491525423734,0.0,0.0,helpful
268,0.044788975021533166,0.013574660633484163,0.0,0.055084745762711856,0.0,0.0,helpful
269,0.09043927648578813,0.0995475113122172,0.3043478260869565,0.026694915254237287,0.0,0.0,helpful
270,0.0921619293712317,0.08144796380090498,0.0,0.11334745762711865,0.0,0.0,helpful
271,0.03875968992248062,0.022624434389140267,0.0,0.047669491525423734,0.0,0.0,helpful
272,0.664944013781223,0.6380090497737556,0.08695652173913042,0.48686440677966103,0.0,0.0,helpful
273,0.12919896640826872,0.1085972850678733,0.0,0.15889830508474576,0.0,0.0,helpful
274,0.06632213608957795,0.05429864253393665,0.0,0.0815677966101695,0.0,0.0,helpful
275,0.16709732988802756,0.1583710407239819,0.0,0.2055084745762712,0.0,0.0,helpful
276,0.05770887166236004,0.05882352941176471,0.0,0.07097457627118642,0.0,0.0,helpful
277,0.2136089577950043,0.20361990950226244,0.17391304347826084,0.10714285714285714,0.0,0.0,helpful
278,0.09043927648578813,0.07239819004524888,0.0,0.11122881355932204,0.0,0.0,helpful
279,0.1007751937984496,0.09502262443438914,0.0,0.12394067796610167,0.0,0.0,helpful
280,0.3195521102497847,0.3212669683257919,0.043478260869565216,0.2923728813559322,0.0,0.0,helpful
281,0.06459948320413436,0.07239819004524888,0.0,0.07944915254237288,0.0,0.0,helpful
282,0.1636520241171404,0.12669683257918551,0.17391304347826084,0.08081113801452784,0.0,0.0,helpful
283,0.26356589147286824,0.2262443438914027,0.0,0.3241525423728813,0.0,0.0,helpful
284,0.04565030146425495,0.027149321266968326,0.08695652173913042,0.029872881355932208,0.0,0.0,helpful
285,0.03186907838070629,0.01809954751131222,0.0,0.03919491525423729,0.0,0.0,helpful
286,0.02153316106804479,0.00904977375565611,0.0,0.026483050847457626,0.0,0.0,somewhat_helpful
287,0.07235142118863049,0.05429864253393665,0.0,0.08898305084745763,0.0,0.0,helpful
288,0.12403100775193797,0.1085972850678733,0.0,0.15254237288135591,0.0,0.0,helpful
289,0.14556416881998274,0.13122171945701358,0.0,0.17902542372881355,0.0,0.0,helpful
290,0.18001722652885446,0.16289592760180996,0.0,0.22139830508474576,0.0,0.0,helpful
291,0.2153316106804479,0.19004524886877827,0.0,0.26483050847457623,0.0,0.0,helpful
292,0.08010335917312661,0.045248868778280535,0.08695652173913042,0.05529661016949152,0.0,0.0,helpful
293,0.06890611541774333,0.049773755656108594,0.0,0.0847457627118644,0.0,0.0,helpful
294,0.3367786391042205,0.3122171945701357,0.0,0.4141949152542373,0.0,0.0,helpful
295,0.16795865633074936,0.15384615384615385,0.0,0.20656779661016947,0.0,0.0,helpful
