_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,review_en
2905523778,FALSE,finalized,3,12/23/2020 7:55:03,helpful,1,61608,رواية رائعة ابدع فيها الاسواني في وصف احداث حصلت في زمن مهم من عمر مصر. عرض ممتاز لأحداث اجتماعية لا زالت تحصل في مجتمعاتنا حتى اليوم. فضح المتخاذلين والخونة وربطهم ربطا جيدا بأسباب تراجع وتخلف امتنا. خلال الرواية تشعر نفسك انك تقف في موقع المشجع لكامل وصالحة نظرا لاستقامتهم وفي موقف الحانق على جيمس رايت و الكوو وبقية العنصريين والظالمين والخونة. عتبي الوحيد على الاسواني يكمن في النهايات غير الموفقة. الرواية تنجح في جذبك بإيقاعها السريع والمشوق وتفشل في وضع النقط على بعض الحروف تاركة القارىء متسائلا بعد إنهاء القراءة عما آلت اليه الأمور لبعض فصول الأحداث بعد كل هذه الملحمة. بشكل عام، عمل ممتاز ويستحق القراءة.,"Wonderful novel in which he created Aswani in the description of the events took place in an important time of the life of Egypt. Excellent show social events still do not get in our societies today. Exposing defeatists and traitors and linking them well linked the reasons for the decline and backwardness of our nation. During the novel you feel yourself standing in the fan site for the full and valid due to their integrity and in the irenic position on James Wright and Alkwo and the rest of the racists and oppressors and traitors. The only threshold on Aswani lies in the unfortunate endings. The novel succeeds in Jzbk rapid and exciting Baahalla fail to put points on some of the characters, leaving the reader wondering after you finish reading what he has come to some of the chapters of events after all this epic. In general, the work is excellent and worth reading."
2905523779,FALSE,finalized,3,12/23/2020 7:55:03,helpful,0.6598,55199,مللت من المد الوصفي للحالة العامة في بعض الأوقات ومعجبنيش الاستنادية الكتيرة لأقوال الفلاسفة والحكماء والاغاني شيء بيمللني زي ماكان في أحببتك أكثر مما ينبغي وفلتغفري .. لكن هذا لايقلل من براعة أثير في انتقاء كلماته و تعبيراته واتمني اقرأ حاجة جديدة قريب.. ^^,"Tired of tide Descriptive general situation at times, and Mjbnah Retaining Ketarh to the sayings of philosophers, wise men and songs something Bimllna Zee McCann in Sincerity should Feltghafri .. but this Aigll prowess was raised in the selection of words and expressions and I hope you read new need soon .. ^^"
2905523780,FALSE,finalized,3,12/23/2020 7:55:47,not_helpful,0.3402,6855,اقل من رواية تراب الماس و1919 يغلب عليها طابع الشعوذة والسحر والدجل انما تسلسل الاحداث جيد الحبكة الدرامية جيدة جدا بس فى العادى رواية متوسطة المستوى,Less than a novel dust of diamonds and 1919 dominated by the character of sorcery and witchcraft and hypocrisy but the sequence of events a good plot is very good in the normal Bs novel mid-level
2905523781,FALSE,finalized,3,12/23/2020 7:55:47,somewhat_helpful,1,47552,مجموعة من المقالات هي في مجملها ملاحظات وطرفات حول حياتنا اليومية والإجتماعية، بأسلوب سلس وبسيط، خفيف تنهيه في يوم واحد... لم يأت بأفكار جديدة لكنه طرحها بأسلوب جميل ..,"A collection of articles in their entirety are observations and Partyat about our daily lives and social, a smooth and simple, light finish it in one day ... did not come up with new ideas but he put forward beautifully .."
2905523782,FALSE,finalized,3,12/23/2020 7:55:47,helpful,1,2263,أنتهيت للتو من قراءة رواية #ساق_البامبو للكاتب / سعود السنعوسي بتوصية من الاعلامي حمد الزكيبا والرائع / حجي جابر تقييمي ?/?. الرواية تتحدث عن طفل والده كويتي وأمه فلبينية ولا يتقبله المجتمع لتبدأ أحداث القصة منذ تزوج والده بوالدته. الرواية كتبت بأسلوب جميل تخللته بعض الأحيان اللغه الشعبية البسيطة دون تكلف ولدى الكاتب قدرة رائعة على وصف المكان والزمان. لا استغرب من وصف الكاتب لبلاده ولكن اعجب من وصفه للفلبين وكأنه فعلا يسجل قصة حقيقية واطلاعه على تاريخ الفلبين !. كانت بعض احداث الرواية جريئة وتحدثت عن أمور قد تكون غريبة في المجتمع او لم يتم التطرق لها بهذا الشكل :السجن ، البدون ، الجنس الثالث .. الخ. تتخلل الرواية بعض المفاجآت مما قد يجعلك تعيد قراءة بعض احداث الرواية مرة اخرى ! ورغم ان صفحاتها قاربت ??? صفحة الا انها ممتعه بحق. حاول الكاتب إلقاء الضوء على الكثير من السلبيات في المجتمع من وجهة نظرة وبطريقته وبشكل سريع يدق ناقوس الخطر دون الخوض في الكثير من التفاصيل. الكثير من الموضوعات التي تطرق لها الكاتب كل منها يستحق رواية اخرى وان كان كثرتها وتشعب موضوعاتها قد قام بزيادة الرواية الا انه ألقى الضوء عليها بفن. لم استسغ بعض ما كتب في الرواية وخصوصا ما يحدث في السجون واعتقد ان هناك مبالغة في الإشارة لهذا الموضوع. أعترف انني لم افهم كيف تكون الرواية مترجمة من الفلبينية وكاتبها كويتي ! هل صحيح او ان الكاتب تعمد جعلنا نتخيل ان الرواية حقيقية !. شعرت من الصفحات الاولى للرواية بأن عيسى بطلها هو فعلا موجود وهو من يتحدث فعلا عن حياته لدرجة أصبحت احلم باحداثها !. من أراد النظر للمجتمع الفلبيني كفلبيني او أراد النظر للمجتمع الكويتي كأجنبي او كمواطن فعليه بقراءة هذه الرواية ولن يندم. رواية رائعة تجعلني ابحث عن روايات اخرى لهذا الكاتب العملاق ، شكرًا زوجتي على أهدائي هذه الرواية .,"Just finished reading a novel # Saq_alpambo writer / Saud Sanaousi recommendation of the media and the wonderful Hamad Zkiba / Haji Jaber my assessment? /? The novel talks about a child and his father, a Kuwaiti mother and a Filipino society does not accept it to begin with the events of the story since his father married his mother. The novel he wrote a beautiful style sometimes punctuated by simple popular language without cost and the writer's ability to describe a great place and time. Not surprised at the description of the writer for his country but impressed by his description of the Philippines like actually recorded a true story and briefed on the history of the Philippines!. Some of the events of the novel bold and talked about things that may be strange in society or not be addressed in this way: prison, stateless, third sex .. etc. The novel permeates some surprises, which may make you re-read some of the events of the novel again! Although the pages approached ??? Page, but it's fun right. The writer tried to shed light on many of the negatives in society from the point of view and in his own way and quickly beats the alarm without going into much detail. Many of the topics addressed by the writer deserves each other and that the novel was plentiful and the complexity of their subjects had made up the novel, but he shed light on the art. Did not Asetseg some of what was written in the novel, especially what is happening in the prisons and I think there is an exaggeration to refer to this subject. I admit that I did not understand how the novel to be translated from the Filipino author Kuwaiti! Is it true or that the writer deliberately made us imagine that a real novel!. I felt from the first pages of the novel that Jesus is the hero actually exists and is actually talking about his life to the degree has become a dream Bahaddatha!. Who wanted to look for the Filipino community Kvlpina or wanted to look for the Kuwaiti society as a foreigner or a citizen he read this novel and will not repent. Wonderful novel make me look for other novels of this author giant, thank my wife Ohdaia this novel."
2905523783,FALSE,finalized,3,12/23/2020 7:55:47,not_helpful,0.3402,34870,كتاب كان لازم ياخد حقه اكتر من كده في الكتابة. نفسي دكتور بخرج من عباءة القصص القصيرة شوية. ويكتب رواية كاملة,The book was necessary Eachd right Aktar than this in writing. Dr. myself Boukrj of the mantle of short stories a little. He writes a novel full
2905523784,FALSE,finalized,3,12/23/2020 7:56:35,helpful,1,65429,من أجمل الكتب التي يمكن أن يبدأ القارئ رحلته للعثور على الحقيقة. الحقيقة التي يمكن أن تكون في داخلنا. كتاب أغناني وأنا ما أزال في بداية الطريق، أفكاره غزيرة رغم قصره. رحمك الله يا دكتور مصطفى,"Of the most beautiful books that the reader can begin his journey to find the truth. The truth that can be within us. Book Ognana and I am still at the beginning of the road, his thoughts heavy despite his palace. God bless you, Dr. Mustafa"
2905523785,FALSE,finalized,3,12/23/2020 7:56:35,helpful,0.6804,44758,رد ليا انا شخصيا على تساؤلات كتير .. .. كتاب متقدرش تسيبه غير اما تخلصه و تعرف ايه اللى فيه .. من فلسفة للعلم يعنى كتاب فلسفى و علمى يجمع بين الاتنين بححج قوية و مقنعة و لازم تشغل عقلك عشان تفهم فيه .. كناب رائع,I personally answer Leah questions very much .. .. book Mottagdarsh ​​Tseph is either free him and you know it .. A Elly of the philosophy of science means a scientific and philosophical book that combines powerful Alatnen Bhhj and compelling and necessary occupy your mind Ashan understand it .. Knapp wonderful
2905523786,FALSE,finalized,3,12/23/2020 7:56:35,somewhat_helpful,0.3402,11214,بكل اختصار رائعه,All the wonderful shortcut
2905523787,FALSE,finalized,3,12/23/2020 7:56:35,somewhat_helpful,0.6598,2003,رواية سلسة تصف واقع آلاف الأشخاص التي تعيش بلا هوية واضحة رغم انتمائها لأكثر من وطن!,Novel series describes the reality of thousands of people living without a clear identity even though they belong to more than one homeland!
2905523788,FALSE,finalized,3,12/23/2020 7:57:03,helpful,1,9709,الرواية ممتعة للغاية. تسلسل الاحداث وايقاعها غاية في التشويق. الشخصيات محكمة والأسلوب منعش. من الروايات القليلة التي وجدت صعوبـة في التوقف عن قرأتها كلما أمسكت بها.. مع ذلك فـقد عابها بشدة كثرة الايحاءات الجنسية الفجة بشكل مبالغ به وغير مبرر في كثير من الأحيان. كذلك جاءت النهاية أقل قليلا من سير الاحداث.,The novel very enjoyable. The sequence of events and the rhythm in the very thrill. Court of refreshing and style characters. Of the few novels that I found it difficult to stop whenever I read it .. I grabbed with it was the large number of severely saliva sexually suggestive crude is exaggerated and unjustified often. As well as the end came a little less than the course of events.
2905523789,FALSE,finalized,3,12/23/2020 7:57:03,helpful,1,53711,"!! لقد أخطأنا حين اعتبرنا أن الوطن هو الماضي فقط. الوطـن هو المستقبــل “. انه الكتاب الاول الذي اقرأه للكاتب المناضل غسان كنفاني , و الواضح لي أنه لن يكون الأخير , بتاتا !. ""عائد إلى حيفا "" , لمجرد قراءتك للعنوان , تشعر من الكلمة الأولى بـفيض الحنين و الشوق الذي يعتري أي مهاجر ابتعد عن بلده سنينا كثيرة , فكيف اذا كان الحال , حال كل فلسطيني تشرد و تهجر من بلده على يد الصهاينة عام 1948. قصة "" سعيد . س “ و زوجته “صفية “ اللذان اضطرا يوم المصيبة , كما كل من كان في حيفا , أن يلقيا ملجأ تحت وطأة الرصاص و القتل , تحت هول الصدمة , و إثر تفتيش سعيد عن صفية وسط جموع الناس الهاربة , يجدها , و لكن .. كم مضى من الوقت كي تتذكر صفية حينها , أن ابنهما , ""خلدون "" ذو الأشهر الخمسة , ما زال في غرفته .... يقول الكاتب في صفحة من الصفحات عن حيفا باسم سعيد : ""اني اعرفها , لكنها تنكرني “ ؟. هل حقا تنكره لأنه تركها , و ما كان عليه أن يهرب ؟. صفحات قليلة مقارنة بـأي رواية أخرى, سرد مباشر للقصة , تعمده الكاتب كي لا يقع في شباك الدراما المملة , و اعجبني هذا الأسلوب , الذي و لو كان قصيرا نوعا ما , و مباشرا , الا أنني أحسست بكثير من الشجن الذي شعر و يشعر به كل فلسطيني مهجر عن وطنه .. حيث أن أعمق أحاسيسنا لا يمكن وصفها بالكلمات .. صفحات قليلة في جزءهـا الأخير , يحدث ما لم يكن في الحسبان , تأكيدا على عز و اباء كل فلسطيني ثائر و مناضل على عدوه الغاشم , مهما كان الثمن , و أعود لأكرر , مهما كان الثمن , و ستفهمون مقصدي عند نهاية الرواية , لأن في النهاية كما قيل في الكتاب :. ""الإنسان قضية “ , و “الوطن يا صفية, أن لا يحدث ذلك كله “ .. جميل جدا .","!! We have made a mistake when we consider that the homeland is only the past. Home is the future. "" It was the first book that read it writer activist Ghassan Kanafani, and is clear to me that it will not be the last, at all!. ""Return to Haifa"", just reading the title, you feel from the first word abundance nostalgia and longing felt by any migrant away from his country Snina many, how if it was the case, if all Palestinians displaced and abandoned by his country at the hands of the Zionists in 1948. The story ""Happy . Q ""and his wife"" descriptive "", who were forced on the catastrophe, as all of it was in Haifa, that Alkie refuge under bullets and murder, under the shock, and after a happy search for descriptive amid crowds of people fleeing, it finds, but .. how long time to remember descriptive then, that their son, ""Khaldun"" with five months, still in his room .... writer says in the pages of Haifa on behalf of said: ""I know her, but they denied me?"". Do you really deny it because he left behind, and what he had to run away?. A few pages than any other novel, a direct narrative of the story, deliberately writer so as not located in the box dull drama, and I liked this method, which is, and if it was a short somewhat, and direct, but I felt much Alcjn felt and felt by every Palestinian displaced from their homeland .. where the deepest feelings can not be described in words .. a few pages in the last part, unless the account is happening, confirmation of the Almighty and the parents of every Palestinian revolutionary and fighter on his enemy brutal, whatever the price, and come back to repeat, whatever the price, and you will understand my purpose at the end of the novel, because in the end as it was said in the book:. ""Human issue"", and ""Oh descriptive home, that all this does not happen"" .. very beautiful."
2905523790,FALSE,finalized,3,12/23/2020 7:57:03,helpful,1,12954,تستحق القراءه. بهااحداث مؤلمه جدا تحكي ماواجه المسلمين العرب في الأندلس قبل احتلالها من قبل القشتالين ومعاناتهم في كتم بقائهم على دينهم تدور الروايه عن اسره منهم توفت مريمه اثناء ترحل المسلمين والعرب من غرناطه وسبقتها سليمه بقتلها حرقا بعد ان اتهمها القشتالينون بممارستها للسحر الأسود في الوقت اللذي هي تقوم بمساعده المرضى بعمل ادويه لهم وعلاجهم وشاخو جميعا وتوفي جميع افراد العائله لم يبقى سوى علي يواجه قدره المجهول,"Worth reading. Bhaahaddat very painful tells Mausband Arab Muslims in Andalusia before its occupation by Alakectalin and suffering in mute their survival on their religion revolve novel about family of them died morayma during deport Muslims and Arabs from Granada and preceded it sound to kill her burned to death after accusing them of Alakectalennon exercising black magic in time Who is the help of patients doing them with medication, treatment and Hakhu all died and all the family but did not remain on the face of the unknown"
2905523791,FALSE,finalized,3,12/23/2020 7:57:03,not_helpful,1,27989,جيد,good
2905523792,FALSE,finalized,3,12/23/2020 7:57:38,somewhat_helpful,1,37261,المحاولة لها أشكال اكثر مما تتخيلو فى قصص الحب كانت ممكن تبقى عظيمة جدا لو ما انتهتش عند المحاولة !,Try it forms more than Taatjelo in love stories were possible remains very great if what Anthtc when you try!
2905523793,FALSE,finalized,3,12/23/2020 7:57:38,somewhat_helpful,0.6598,43734,الحاجه الوحيده الكويسه فيها الاحداث التاريخيه غير كده مفيش اولا اللفاظ ملهاش لازمه نهائي ثانيا حسيت ان الفكرة اتعملت كذا مسلسل ...... بصراحه محبتهاش,The only need Alkwysh where historical events is like that Mafeesh first Allvaz Mlhash crisis final second I felt that the idea of ​​the series as well as the work was ...... honest Mahbthash
2905523794,FALSE,finalized,3,12/23/2020 7:57:38,not_helpful,1,18742,عجبتنــٌي,Liked so
2905523795,FALSE,finalized,3,12/23/2020 7:57:38,helpful,0.6804,56586,"لغتها تطفىء القلب . في الأول لم استطع على هضمها, لكن فيما بعد تعمقت معها وأحببتها . رواية رائعة وجميلة لأثير . اممممممم أثير ستكون من فئة محمد حسن علوان تشبهه كثيرًا لو كانت بلغة أقل نوعًا ما . لغتكِ جميلة ياأثير تسرقني بيوم , ولاأقف إلا حينما أنتهي ,قريبة لي .","Language heart blew. In the first, I could not to be digested, but later deepened with her and loved her. Wonderful and beautiful raised novel. Ammmmmmm will be raised from Mohammed Hassan Alwan, a class resemble much if they were somewhat lower language. The beautiful language Aaotar Tsergna day, and Aoagaf only when I finish, close to me."
2905523796,FALSE,finalized,3,12/23/2020 7:58:05,helpful,0.6804,1347,رواية جميلة سهلة عشقت تفاصيلها وصدقت كل أحداثها. عيسى التائه بين وطنين ولغتين وديانتين لن يعرف الانتماء أبدا . وأمثاله ممن يعيشون قصصا مشابهة وهم كثر ستظل تلفظهم المجتمعات ما بقي الأهم عندها هو ما يقوله الناس ....,Beautiful novel easy-to-geared and ratified the details of all events. Issa Drifter between tinnitus and languages ​​and religions will not know the affiliation never. And others like him who live similar stories and they are many remain Tlfezhm what then remained the most important societies is what people say ....
2905523797,FALSE,finalized,3,12/23/2020 7:58:05,helpful,0.6804,61074,كيف تحمّلت رضوى؟. كان هذا تساؤلي في أكثر من موضع في الرواية.. لم ولن أستطيع وضع نفسي مكان مُريد ولا مكان اي فلسطيني مهجّر أو حتى مقيم في فلسطين. لكنني حاولت بالمقابل تخيّل حال رضوى، المكافحة والصبورة.. لله درّها,"How endured Radwa? This was my question in more than one place in the novel .. I can not and will not put myself in any place and Murid displaced Palestinians or even a resident in Palestine. But I tried to imagine the other hand, if Radwa, control and patient .. God Derha"
2905523798,FALSE,finalized,3,12/23/2020 7:58:05,helpful,1,4387,بين وطن ووطن، بين دين ودين، بين وجه وصوت. الطبقية العنصرية التقاليد. رحلة البحث عن الانتماء. رواية رائعة جدا. أجمل ما فيها جمع كل أشكال التيه في قصة واحدة. ولكن مهما كان التيه فإن الحقيقة التي لا توهان فيها ان الله معنا في كل مكان.. أتمنى ان اعرف ان كانت الرواية حقيقية ام جامعة لعدة حقائق بقصة خيالية؟,"Between the homeland and the homeland, between religion and religion, between the face and the voice. Class racist traditions. Journey search for belonging. Very fascinating novel. The most beautiful thing about collecting all forms of wandering in one story. But whatever wandering the truth that is not Disorientation where that God is with us everywhere .. I wish to know that the novel was a real M University for several facts fictional story?"
