_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,helpfulness_gold,no,review
2904680220,false,finalized,3,12/23/2020 05:56:22,somewhat_helpful,0.3333,,7291,“الوقت الذي مكثته في هذا المكان خسارة وقت بكل المقاييس”. لاشيئ. عدم مصداقية في التعامل رائحة كريهة واقرب ماله مقهى للشيش والأثاث سيئ والسرر بعضها حديد من العهد الفرعوني والكراسي تتأرجح وخدمة النت سيئة للغاية وبشكل عام لايستحق المبلغ الذي تم دفعه وبإذن الله لن أعود إليه ثانيةً .
2904680221,false,finalized,3,12/23/2020 05:56:22,somewhat_helpful,0.6667,,85739,“سعر الفندق غالي”. . سعر الفندق مبالغ فيه جداً
2904680222,false,finalized,3,12/23/2020 05:57:02,helpful,1.0,,109068,“اقامة جيده وانصح به واتمنى اخذ ملاحظاتي بشكل جدي”. موقع الفندق ممتاز وكذلك تعامل الاستقبال راقي للغاية ومطعم الفندق ممتاز. عدم تنظيف الغرفة والحمام بالشكل المطلوب
2904680223,false,finalized,3,12/23/2020 05:57:02,somewhat_helpful,0.6667,,103499,“ضعيف جدا”. . كل شي في الفندق لم يعجبني ابدا ضعيف من كل النواحي
2904680224,false,finalized,3,12/23/2020 05:57:02,somewhat_helpful,0.3333,,159274,“مقبول”. الموقع. اي شي اطلبه غير موجودالاكل اطلب مشوي يرسلوا لي مقلياخر يوم طلبت منهم تاكسي للمطار قالو لي ماعندنا الخدمه انت تروح لاخر الشارع وانتظر للتكسي الفندق تحت ادارة ثاتيه لكسب اكبر مبلغ لو كان تحت ادارة شركه كانت الخدمه افضل
2904680225,false,finalized,3,12/23/2020 05:57:02,helpful,0.6667,,22490,ممتاز. مكان واسعكل عائله تاخذ راحتها في هالمنتجع. البوفيه يكون افضلفي الصيف يحتاج المكان لمظلات و رذاذ ماء
2904680226,false,finalized,3,12/23/2020 05:57:42,helpful,1.0,,144157,استثنائي. الفندق ممتاز النظافة جيدةقريب من المطارمناسب للعائلات. 
2904680227,false,finalized,3,12/23/2020 05:57:42,helpful,0.6667,,74330,حسن. الموقع وخدمة صف السيارات بالاضافه الي الطاقم. في البداية تم اعطائي غرفة صغيره جدا وحمام الغرفه للاسف غير نظيف وفيما بعد تم استبدال الغرفه بعد ان تم ابلاغ موظف الاستقبال
2904680228,false,finalized,3,12/23/2020 05:57:42,helpful,0.6667,,112149,“الموقه جداً ممتاز”. 1- القرب من الحرم النبوي2- وجود موقف للسياره3- الغرف نظيفه ورائعه والتنظيف يوميا. الغرفه كانت مطله على الساحه وكان اصوات الاسيارات والمنادين من سائقين التكاسي مزعج حيث انهم كانو يستخدمون مكبرات الصوت
2904680229,false,finalized,3,12/23/2020 05:57:42,somewhat_helpful,0.3333,,214177,“تجربه غير  جيده”. لا شئ. طلب مني الخروج الساعه 2 هذا أكثر شئ ازعجني وتم رفع سعر الاقامه مرتين أثناء إقامتي وهذا شئ غريب كما لا يوجد خدمه غرف ولا يستحق هذا التصنيف إذ كان حقيقي
2904680230,false,finalized,3,12/23/2020 05:58:22,unrelated,0.3333,,77727,استثنائي. الموقع. 
2904680231,false,finalized,3,12/23/2020 05:58:22,somewhat_helpful,0.6667,,74318,مرضي. . التأخير في وقت الدخول
2904680232,false,finalized,3,12/23/2020 05:58:22,helpful,1.0,,31764,ممتاز. اشكر المدير التنفيذي ابو احمد على حل جميع العقبات التي واجهتنا حيث عمل لي اب قريد فعلاً الرجل المناسب في المكان المناسب .اشكر صاحب الفندق على اعطاء هذا الرجل الصلاحية فيما يخدم فندقه. اي شئ يهون طالما يوجد من يحل جميع الأشكالات
2904680233,false,finalized,3,12/23/2020 05:58:22,helpful,0.6667,,166952,“الرفاهيه بمعناها الحقيقي”. الموقع والنظافه وحسن الاستقبال. ارتفاع السعر مقارنة بالجوار
2904680234,false,finalized,3,12/23/2020 05:59:18,helpful,1.0,,128907,جيد جداً. 1. القرب من المسجد النبوي2. الافطار جيد. 1. عدم توفر مواقف سيارات2. قلة موظفي الاستقبال وخاصة في اوقات الخروج (تشك اوت)
2904680235,false,finalized,3,12/23/2020 05:59:18,somewhat_helpful,0.6667,,144612,جيد. . بركة السباحة مغلقة
2904680236,false,finalized,3,12/23/2020 05:59:18,somewhat_helpful,1.0,,88518,مقبول. . اهم نقطتينمكيف الغرفة تبريده ضعيف جداارضية الحمام تحتاج نظافة اكثر
2904680237,false,finalized,3,12/23/2020 05:59:18,helpful,0.6667,,81811,حسن. طاقم الاستقبال الموظفات الفلبينات تعاملهم افضل من موظفي الاستقبال المصريينموظفين الامن ودوديين جدا. رائحة الطبخ في منطقة المسبح قوية جدا
2904680238,false,finalized,3,12/23/2020 06:00:01,helpful,1.0,,31588,“جيد لمن يبحث عن الهدوء والقرب من الاسواق”. الموقع ممتاز ومريح بعيدا عن الازعاج. الانترنت سيء جداموظف الاستقبال غير متعاون خصوصا اني مسافر عن طريق السيارة وكان وصولي صباح الخميس الساعه السابعه لكنه طلب دفع مبلغ نصف يوم لان تسجيل الدخول الساعه 2:00
2904680239,false,finalized,3,12/23/2020 06:00:01,unrelated,0.3333,,77018,استثنائي. الموقع ممتازالهدوء. 
2904680240,false,finalized,3,12/23/2020 06:00:01,somewhat_helpful,0.3333,,78618,“يعني بالمجمل المكان كثثير مظلوم ببعض الاساسيات المهمله للاسف ...!!!”. المكان - الامان - الشرفه جداً رائععععععه والموقع جداً حلووو وقريب لدبي مول جداً والبوليفارد. عدم عدددم النظافه مطلقاً( اول ما عملت تشك ان دخلت الشقه الارض متسخه الحمامات صراصير الارضيات بالعموم جدا متسخه )
2904680241,false,finalized,3,12/23/2020 06:00:01,somewhat_helpful,0.3333,,209039,“خدمة ايقاف السيارات”. الموقع النظافه وسع الغرفه الحمام التقنية الحديثه مرافق الفندق. خدمة ايقاف السيارات سيئه جداً جداً جداً جداً تاخذ لك اكثر من ربع الي نص ساعه لين تجيك السياراة لازم يشوف حل او يخلونا نوقف سياراتنا بنفسنا
2904680242,false,finalized,3,12/23/2020 06:00:27,somewhat_helpful,0.3333,,218682,“فندق ٣ نجوم”. قرب الموقع من الحرمبوفية الافطار متنوع. تجربة سيئة جداً. خلال ٣ ليال اقامتي في الفندق لم استطع النوم لوجود اصوات من الغرفة المجاوره واستمرار الازعاج ليلاً ونهاراً وابلاغي لمكتب الاستقبال لم يتخذ اي اجراء
2904680243,false,finalized,3,12/23/2020 06:00:27,unrelated,0.6667,,145931,“لتمشيه الحال”. لا يوجد. 
2904680244,false,finalized,3,12/23/2020 06:00:27,unrelated,0.3333,,139625,“ممتاز”. . لاشئ
2904680245,false,finalized,3,12/23/2020 06:00:27,helpful,1.0,,29368,“فندق رائع”. فندق رائع عائلي فطور ممتاز العاملين متميزينالنظافه ممتازةالشكر والتقدير والاحترام للموظفة اسماء على أخلاقها العاليه والاحترافية وتفانيها في الخدمة والمساعدة وكذلك الموظف اندريو على مساعدته وخدمته المتميزة ومسؤولهم فرناديوا. 
2904680246,false,finalized,3,12/23/2020 06:01:06,somewhat_helpful,0.3333,,35539,“لاانصح بزيارته”. الافطار. خدماتهم عدم توفر الامام في الابواب عدم وجود خدمه مساعده في تقل الاغراض عدم وجود اماكن ترفيه عدم نظافه الامان العامه
2904680247,false,finalized,3,12/23/2020 06:01:06,somewhat_helpful,0.3333,,101492,“زيارة غير ما كنت متمني”. الاستقبال الجيد. انقطاع الماء واضطراري للانتظار اكثر من ساعة وكان وقت الصلاة سيخرج ارتفاع اسعار الخدمات بشكل مبالغ فيه كالمصبغة وخدمة الغرف
2904680248,false,finalized,3,12/23/2020 06:01:06,helpful,0.6667,,123489,استثنائي. the Room very good abd nice. 
2904680249,false,finalized,3,12/23/2020 06:01:06,somewhat_helpful,1.0,,220506,مرضي. . التأخير في تلبية الطلبات رغم سهولتها مثل فيش(توصيلة) للأجهزة أو إحضار جهاز الكوي انتظرت أكثر من نص ساعة !!!
2904680250,false,finalized,3,12/23/2020 06:01:39,helpful,0.6667,,102836,جيد. قريب من جميع الاماكن السياحيه. التكييف 
2904680251,false,finalized,3,12/23/2020 06:01:39,somewhat_helpful,0.6667,,6057,“ممتاز”. الهدوء. تكرار الفطور
2904680252,false,finalized,3,12/23/2020 06:01:39,somewhat_helpful,0.6667,,102191,“love H”. . يوجد باب بين غرفتي والغرفه التي بجانبي
2904680253,false,finalized,3,12/23/2020 06:01:39,helpful,0.6667,,95757,"“تجربة سيئة  bad experience”. . I'm a regular client to this hotel,and I can easily notice that the quality ofservice is badly declined.انا زبون دائم لهذا الفندق .. لكن للأسف بدأ مستوى الفندق في التدهور .. كانت تجربتي الاخيرة سيئة ولا اعتقد انه يمكن ان أعود للسكن في هذا الفندق من جديد."
2904680254,false,finalized,3,12/23/2020 06:02:20,helpful,1.0,,152535,“فندق راقي بسعر معقول في منطقة بعيدة”. - الفندق جديد ونظيف، مستواه ٤ نجوم - مرافق الفندق ممتازة مثل الجلسات والمطاعم والمسبح والبهو ويوجد بالفندق صيدلية وصالون حلاقة الخ،،- طاقم العمل في المستوى، والفندق آمن.- مواقف السيارات متوفرة بكثرة في قبو الفندق وبالمواقف الخارجية- الغرفة كانت استديوت، م. - موقع الفندق بعيد جدا على قلب دبي والمرافق السياحية، يتطلب مسافة ٣٥ دقيقة بالسيارة على الطريق السريع وفي أوقات الزحام ساعة كاملة.- يجب توفر سيارة للتنقل - موقع الفندق في منطقة نائية مخططة حديثاً وهي خالية وحولها مشاريع بناء، -
2904680255,false,finalized,3,12/23/2020 06:02:20,somewhat_helpful,0.3333,,136891,“اسم على غير مسمى”. . تاخير تسليم الغرفة لا يوجد وأي فأي كانك ساكن في خرابه
2904680256,false,finalized,3,12/23/2020 06:02:20,helpful,1.0,,87461,“مقتنع”. اشكر عامل النظافه saiful hk بنقلاديشي كان فعلا قمه في الادب وسريع الاستجابه يرتب الغرفه كل يوم ويغير المناشف والشراشف ونرجع انا وانا واصحابي نلقى الغرف تلق اي شى نطبه بسرعه يلبيه ما احتاجنا للاستقبال ...واشكر ايضا حامل الشنط lester coucierge كان متعاون لابعد الدرجات معنا صدره واسع ويقول براحتكم وقبل الخروج اخذ مفتاح وراح رتب الشنط في السياره وبصراحه العفش كان كثير ترتيبه كان باحتراف مع ونفسه طيبه ومبتسم حتى اصحابي تفاجاو من ترتيب العفش في السياره....نشكر الاستقبال kiran يحاول يرضي العموم ع كثر الزحمه. لا يفضل للعوايل المحافظه شوية احراج لكن اللي عندهم  عادي وجود اختلاطات جنسيات كثيره مافي مشكله  مااحد يضر احد الكل في حاله
2904680257,false,finalized,3,12/23/2020 06:02:20,somewhat_helpful,0.3333,,121977,مخيب للأمل. تعامل الاستقبال سي وبلخص. لافلييتيه. 
2904680258,false,finalized,3,12/23/2020 06:02:56,helpful,0.6667,,83222,“ابوغانم”. الموقع ممتاز  النظافه تجهيز الغرفه  ممتاز. ازعاج  الفندق في فترة الليل
2904680259,false,finalized,3,12/23/2020 06:02:56,helpful,0.6667,,81128,“الراحه والاستمتاع والمكان الجميل”. المعامله الطيبه وتسهيل الامور والله يعطيهم الف الف عافيه الاصطاف العمل. لا يوجد
2904680260,false,finalized,3,12/23/2020 06:02:56,unrelated,0.3333,,50502,“هدوء”. الشكر الجزيل للأخ سيف على حسن استقباله. لا شي
2904680261,false,finalized,3,12/23/2020 06:02:56,unrelated,0.3333,,60424,استثنائي. ممتاز جدا جدا. 
2904680262,false,finalized,3,12/23/2020 06:03:34,somewhat_helpful,0.6667,,26064,“نتمنى تنزيل الاسعار”. كل شي الا السعر جدا غالي. السعر
2904680263,false,finalized,3,12/23/2020 06:03:34,helpful,1.0,,113598,“تمنياتي لكم للأفضل دائمأ”. نظافة الغرف +تقديم الورود+البوفية الأفطار على مستوى راقي .الابتسامة من الجميع الموظفين الفندق .توصيتي/ بأن  يكونوا  هناك بعض فواكه والحلويات .في الغرف كترحيب بضيف. 
2904680264,false,finalized,3,12/23/2020 06:03:34,somewhat_helpful,0.6667,,29507,“مقبول”. لاشي. سعره عالي رغم مستواه وأثاثه قديم وخدماته متدنية وفي الحقيقة أقل مستوى من الصور
2904680265,false,finalized,3,12/23/2020 06:03:34,somewhat_helpful,0.6667,,2720,استثنائي. كل شي جميل. واي فاي بطيى
2904680266,false,finalized,3,12/23/2020 06:04:06,somewhat_helpful,0.6667,,4128,حسن. قريب من الحرم. حجم الغرفة صغير جدا ولا يوجد ماء للشرب  ولا سخان للشاي والقهوة والهاتف  لا يتم الرد نهائي حين الطلب
2904680267,false,finalized,3,12/23/2020 06:04:06,helpful,1.0,,103973,“السعر مناسب لجميع الخدمات بصفة عامة”. القرب من الحرم النبوى الشريف - النظافة - سرعة الإجراءات - الإفطار جيد جدا. الحمام واسع لكن ينقصه ترتيب الفرش بصورة تظهر هذا الإتساع - إتجاه المرحاض فى اتجاه القبلة وهذا خطأ
2904680268,false,finalized,3,12/23/2020 06:04:06,somewhat_helpful,1.0,,161938,جيد. السعر و قربه من الاسواق. الأثاث قديم ومستقلة
2904680269,false,finalized,3,12/23/2020 06:04:06,helpful,1.0,,208460,رائع. طاقم العمل متعاون وبشوش جداالغرف انيقة المكيف بارد. النظافة لاترقى لمستوى فندق-وجود حشرات بالحمام وقد تخرج احيانا للغرفة بسبب تركهم لباب الحمام مفتوح
2904680270,false,finalized,3,12/23/2020 06:04:36,helpful,1.0,,117892,استثنائي. بانه بعيد عن اماكن الصخب والازدحام واتساع الغرف و سرعه النت وجميل جداً  الى العاىله المحافظه. الافطار كان جميل ولاكن كان هناك طاولات كبيره جداً بشكل داىري وهذا مزعج ممايضعف المستوى
2904680271,false,finalized,3,12/23/2020 06:04:36,unrelated,0.3333,,10608,ممتاز. المعامله والنظافه. لا شي
2904680272,false,finalized,3,12/23/2020 06:04:36,helpful,1.0,,189809,“تجربه جيده”. فندق جميل. عندما طلبت تمديد الحجز رفضوا رغم توفر الاماكن عن طريق بوكنج وعندما اخبرت الموظف ذلك قال لى احجز من البوكينج اذا!!!
2904680273,false,finalized,3,12/23/2020 06:04:36,helpful,1.0,,138734,“اشكر القائمين على الفندق”. توفر المواقف والواي فاي والنزافة وسعة الشقة. حجز مبلغ عن طريف الفيزاواخذ المبلغ مباشرة بعد الوصولوتوجد اشغالات حول الفندق وغبار
2904680274,false,finalized,3,12/23/2020 06:05:01,somewhat_helpful,0.6667,,62813,“مستاء من الحجز”. الشاطئ فقط. المطعم جدا سيّء
2904680275,false,finalized,3,12/23/2020 06:05:01,helpful,0.6667,,219178,“جيد”. الموقع والسعر. الخدمة بالغرف
2904680276,false,finalized,3,12/23/2020 06:05:01,helpful,0.6667,,59314,“ممتاز لولا تعطل المكيف”. . التكييف في غرفة النوم بالشقة ٧٠٨ متعطل ولم يتمكن مسئول خدمات الغرف من إصلاح العطل
2904680277,false,finalized,3,12/23/2020 06:05:01,somewhat_helpful,0.3333,,21729,“اكبر مقلب في فنادق المدينة”. قرب الفندق فقط من الحرم. عدم نظافة الشقةالنت لا يوصل للغرفعدد الاصنصيرات قليييل جدا زحمة عند الدخول والخروج ( تضطر للصعود للدور الثامن على الدرج من الزحمة )لا يوجد مطعم ولا مصبغة ولا اي خدمات للفندق
2904680278,false,finalized,3,12/23/2020 06:05:37,helpful,0.6667,,193741,“رائع جدا”. المكان جميل جدا ونظيف و راقي،،طاقم العمل متعاون جدا و خلوق وسريع الاستجابه لأي طلب.. و مبتسمين طول الوقت، مكان هادي و رائع جداا ومميز. 
2904680279,false,finalized,3,12/23/2020 06:05:37,helpful,1.0,,205520,“جميل وخيار ممتاز للسكن”. ممتاز جدا وخاصة الموظف اللس اسمه أحمد بشوش وخفيف الظل وخدوم. حجزت 3 أيام وكان فيه تخفيض وبغيت ألغي اليوم الأخير فرفض يعطيني قيمة الليلة الثالة بحجة أن السعر مخفض لايقبل الإرجاع
2904680280,false,finalized,3,12/23/2020 06:05:37,helpful,1.0,,171032,“اعتبره فندق مقبووول جدا”. الموقع - حجم الشقه بالرغم من قلة الاثاث (تنفع لهوائل الكبيره بالرغم عدم توفيرهم بطانيات للاشخاص المضافين على الرغم من حجزك للمكان حسب عدد اسرتك). النظافه ليست في المقام المطلوب ايضا التوفير الخدمات بطيئ جداً والاهمال والتطنيش من قبل العاملين غير طبيعي وغير معروف اسمه من شركة التاكسي ولا احد يعرف اسمه وهذا مشقه في الذهاب والعوده
2904680281,false,finalized,3,12/23/2020 06:05:37,somewhat_helpful,0.6667,,123998,مخيب للأمل. . تعامل الاستقبال جدا سي
2904680283,false,finalized,3,12/23/2020 06:06:09,somewhat_helpful,0.6667,,22363,مخيب للأمل. قربه من حرم. ما عجبني شيء مستوي فندق سيء جداا
2904680284,false,finalized,3,12/23/2020 06:06:09,somewhat_helpful,0.3333,,44089,مقبول. قربه للحرم. مستواه لايرقى ل ٥ نجوم أبدا .. الفرش متهالك والسعر مبالغ فيه
2904680285,false,finalized,3,12/23/2020 06:06:09,helpful,1.0,,28022,“رأيي في الفندق بكل صدق”. الفندق مريييح وهادي وموظفين الاستقبال والمطعم جدًا محترمين يتفننون في تقديم الخدماتالغرف وسيعة فيه مجال للجلوس على الأرض لست أشخاص الى ثمانية. وجود حملة ايرانية في نفس توقيت وجودنا في الفندق
2904680286,false,finalized,3,12/23/2020 06:06:09,unrelated,0.3333,,141929,ضعيف جداً. . تعاملهم زباله وماحبيت
2904680287,false,finalized,3,12/23/2020 06:06:35,unrelated,0.3333,,82125,استثنائي. كل شي جميل. 
2904680288,false,finalized,3,12/23/2020 06:06:35,helpful,0.6667,,129275,رائع. افضل شيء في الفندق تنوع الطعام. الفعاليات و الترفيه
2904680289,false,finalized,3,12/23/2020 06:06:35,somewhat_helpful,0.6667,,209873,جيد جداً. موقع الفندق. لاشي
