,name,score,helpful,rating,review
10,book_120949,64.2386284726,1/6,4,"The Secret
     This instructional book is very easy to follow. You'll find you can read it in one sitting. However, some of you may want to take notes (I did) so it will take a bit longer. Similar to other books teaching you to manifest your own destiny, it reaffirms that the best course for your life is one you create with vision and belief. I found the section on gratitude particularly comforting. Keep an open mind and you will find this book is exactly what it says it is, a shared secret. Copyright KatherinesCorner. com-for Amazon. com"
11,book_122710,75.9440439779,4/5,5,"Definitely a must read!
     I got this book for a Christmas gift and hadn't heard of it. When I read the synopses on the back I didn't think I would really like it so I thought of returning it. Before I went to the bookstore I opened the book and started reading the first chapter. I never did take the book back! The writing was very gripping and I could hardly put the book down. Although there are parts that are disturbing it's a fantastic book and it paints a vivid picture of life in Afghanistan. I would highly recommend this book!"
12,book_124049,57.8211792792,4/7,5,"I cried for 8 hours
     I started this book at 7:30 in the AM and finished at 7:30 PM. I am the mother of a 4 month old and I had to read this off and on throught the day. Given the choice I would not have put it down. I cried all day. It's a very powerful story. I especially connected with the Father son relationship in this book. It's a story that I will always remember and I highly reccomend it."
13,book_124180,86.3827781424,6/7,5,"A hugely satisfying read
     This book is somewhat like an excellent meal--it starts out with a light appetizer in which the reader is introduced to Amir the insecure son of Baba, a wealthy man, and his best friend, Hassan whose father is Baba's servant. The reader is given an inside look at Afghan culture, including the delightful description of the kite-flying contest in which the last one with a kite in the air is the winner and the kites which are cut and fall to the ground are prized possessions for the ""kite runners"". A tragic and violent incident brings on the heavy, main part of the meal, and the lives of the two boys are changed forever. Unspeakable guilt and long-kept secrets work to undermine the happiness of the main characters. The dessert is the sweetness of repentance and redemption, which comes at great cost to some of the characters. The author uses the background of 30 years of political unrest in Afghanistan as a setting for characters whose lives are likewise torn up and re-invented. This is a wonderful book which I highly recommend."
14,book_133615,60.90919938020001,5/11,5,"Adults, Please Leave This Book Alone!
     If you are a teenager, read it. I mean it. Read ""The Catcher in The Rye"" now before you are too old to ""read"" it. As a high school student, not only did I enjoy reading this book, but I literally found my identical twin in this book; Holden Caulfield. Every single words he spitted hit my hearts as I was experiencing deja vu. I have long had so many questions that can not be, do not deserved to be, answered. Yet I do not like that answer, neither did Holden. Where do I go from here?Holden's short 3-day adventure partially pointed me out a way out and perhaps did throw out more questions on my face. This book is much more than Peter Pan Syndrome, antisocial behavior, and a ""cynical adolescent"". And Life is much more than schools, adults, and a sex. In a sea of neon, clocks are racing toward the mid-night, when will our souls be solaced?"
15,book_13415,60.6293630746,9/9,3,"The Hobbit: 70th Anniversary Edition
     While I really appreciate all the corrections in the text which makes the book a more enjoyable read and the addition of all Tolkien's illustrations included as he wished, I find the quality of the paper as well as the black & white drawings very poor and not up to the honor of a 70th anniversary edition. HarperCollins would have and should have done it and the quality would match the occasion."
16,book_139638,39.560591838200004,4/11,1,"Holes not so good
     The book that I am reviewing is Holes by Louis Sachar. I think this book is dull, one star. This book is about digging Holes at Camp Green Lake. In this book Stanley is blamed on stealing. He went to a boy camp. He made a good friend named Zero. I would not recommend this book. Emerson N. J (...)student"
17,book_14346,60.8147832283,3/5,5,"The Hobbit
     Bilbo Baggins is a clever, tricky hobbit who lives in Hobbiton. One day his friend Gandalf is supposed to come over for tea but some unexpected guests arrive. Instead thirteen dwarves come to his house to persuade him into going on a quest with them to drive the dragon Smaug out of their city and take his treasure. Unfortunately Bilbo does not like adventures but something deep down inside him keeps on telling him to go. Reluctantly, he decides to leave on the parlous journey with Gandalf and the dwarves. On the way they run into all kinds of creatures that slow down their pace. Will they make it past all odds and beat the undefeatable dragon? In this amazing fantasy The Hobbit, J. R.R. Tolkien takes you places you've never imagined. If you like action filled suspense stories that you can't put down then this is definitely the book for you! -Julian Thomassie"
18,book_159993,80.6938635261,11/17,4,"Overcoming Faults
     This book is good read in spite of a host of faults. Its author, Dan Brown, could charitably be described as a mediocre writer of prose. The unfolding of the action moving the plot of the book forward resembles that of a crowded tram rather than a high speed passenger train. Much of this is caused by the many sections of the book where one character or another stops the action to provide an expository of arcane religious symbolism or church history (real and bogus). The paradox is that it is these expositions that make the book so interesting. Brown may be a terrible stylist, but he is a master a blending pieces of authentic information with fictional information. The result of this blending is that his characters actually construct a plausible alternative to the accepted history of Christianity which is at the heart of this novel. Such creations, at least to this reviewer, are always interesting to read about even when as in this case they are completely fictional. Incidentally, for those who think Brown's creation is real, I would suggest reading,the book, ""Truth and Fiction in the Da Vinci Code"" by Bart Ehrman (available at Amazon. com). Ehrman counters the bogus claims made by the characters in this novel with actual historical evidence. For those who enjoy well crafted fictional alternative histories wrapped in a bit of mystery, I would recommend this book."
19,book_165575,63.7392586015,4/6,3,"From a kid that sat throught the class.
     This is what society calls good? Ive spent weeks on end by my self in situations like this and let me tell you as an adolcent teen it doenst work like that. The book over analyzes things. Like the over emphais on sex, smoking and drinking. While both are a mjor part of a teens life they do not entirely consume it. And prostition? Come on, would an 16 year old really resort to a hooker? All in all the writing was good becuase as you can probably tell i have no respect for proper english. The swearing was tried and poor, It was like a five year old trying to impress his brothers older friends. After reading the whole book im left with questions, not about what happend, but what would compell a person to write a story in this style."
20,book_16733,71.9759032149,8/11,5,"Some people clearly don't get it....
     A few comments on the book, mostly in response to the negative reviews that have been posted.1) Ayn Rand is clearly not the best writer in the world. Character development and plot within the novel are somewhat lacking.2) Fact (1) above does not take away from the fact that the message is clear and most will find quite enlightening.3) Most negative reviews posted herein appear to be from people who missed the point. COMMMUNIST IDEALS ARE NOT ENVIABLE! 4) The book is a carefully constructed series of events that could potentially transpire, should society forget (3) above. I found the book to be somewhat long and a bit dry at times as well, but it surely rates five stars for being one of the few pieces of literature that I've come across that makes a clear and well-reasoned anti-socialist argument, and does so without having to resort to a wildly fictional backdrop. For those not familiar with Ayn Rand, I recommend reading Fountainhead first. Cheers,"
21,book_16743,63.8608931404,6/10,5,"Life Changer
     This book may shatter you notion of reality and morals. It is not for the weak or timid. If this is you, please refrain from reading this book. Proceed at your own risk. I had previously read Ayn Rand's ""The Fountainhead"" so I had an idea of what to expect from her works. I went in with high expectations and she completely over exceeded them. Her game is on a whole another level. Although ""The Fountainhead"" is an awesome book, a game changer in it's own right, ""Atlas Shrugged"" is far superior and deeper. This book is over 1,000 pages and took me four months to finish; and I was cheating by listening to the audiobook. The main thing to take away from ""Atlas Shrugged"" is a philosophical understanding of morality and reason. That is the whole essence of the book."
22,book_167912,16.9537492257,2/5,2,"nonsense
     After watching the actions of the CEO class in the last decade, I wonder if Ayn Rand could have written the same nonsense today."
23,book_168450,70.494457151,8/10,5,"A Story For Our Time
     It is amazing that this book was written so long ago. The clash between government regulations and capitalism that is exaggerated by Ayn Rand is more relevant now than ever. I believe that everyone, regardless of their political affiliation, should listen to this book (or read it) ... as soon as possible. Many things are happening in our country that simply aren't sustainable. Give the book a listen. It should help shape your thoughts re: how to solve some of the more difficult problems of our time."
24,book_174122,75.44958631029999,4/9,3,"Well-written, but I disagree with the philosophy
     This book has been recommended to me by several people over the years, and so I finally bought and read it. It's a well written book, a very interesting work of fiction. But I completely disagree with Ayn Rand's philosophy. The lengthy speeches also get to be a bit tedious, the gigantic radio speech made towards the end made me just about pass out from boredom - it seemed to be just the same words all the other characters had spewed out in all of their individual speeches, just strung along and coming out of one character's mouth. Thanks for the recap, Ayn, but I read the words fine the first time. Otherwise, I am fond of Dagny Taggert's character. For some reason I like her practical and &quot;Ice Queenish&quot; outlook on life - this character is quite opposite from me and she was presented well enough that I felt like I could see this world through her eyes. I'm just grateful the world in this book doesn't exist, at least not to this extreme degree. There is some good social commentary in there, and some things that will (or at least should) make you think. But, it's fiction, and I don't see the real world going this way anytime soon."
25,book_174470,65.7370608113,2/8,1,"The wrong problems with wrong cures
     Ayn Rand makes up an impossible (idealistic) world and then lists the problems with the ideal she has carefully defined. She then expects (or prompts) the reader to make links from this fantasy world to current culture, and then suggests equally idealistic cures for her ill conceived fantasy world while leading the reader to surmise that the same cures can and should be applied to the real world. This is irrational and dishonest but since you are presented with the straw-man world she has created, what choice do you have except to put the book down and go on within your real world. For those who continue with the book (you'll never get this time back), you find that all the characters that are not selfish enough for her are killed off in a literal train wreck that mirrors the figurative train wreck that is this book. For those who agree that the world will go to hell if all the movers and shakers went on strike, I wonder if they have considered the Lord of the Flies world these beautiful people have moved to. In the land of the blind, the one eyed man is King; and without other Kings, we will get along fine without the richer Kings. We poor employed people just can't live without our employers. Hey, did you hear the one about . . . If you, put all the creative, rich people end to end . . . that would be a good thing. Yuk, yuk."
26,book_177624,51.038426269300004,11/13,1,"A book for adolescents
     ""The Lovely Bones"" belongs in a teenage babysitter series. It pulls its punches from the beginning and asks its readers to suspend both belief and intellect. I understand the romantic appeal to the gushy-gushy set, but unless you loved the movie ""Beaches,"" stay away."
27,book_181187,75.50031685020001,8/8,4,"buyer beware
     There are several sellers listed as having this book, but they will ship you the mass market paperback instead. When I tried to call amazon customer service, they were vastly unhelpful for a change. Best bet is to contact the seller BEFORE purchasing to ensure you will receive the GRAPHIC NOVEL instead of the MASS MARKET PAPERBACK. I own a copy of this graphic novel and my 6 year old ADORES this book. This is a wonderful way to get a young person interested in The Hobbit. Yes, it is abridged, but the core story line is intact and the illustrations are wonderful."
28,book_188709,37.0009059152,1/5,4,"Hobbit- brilliant
     My book is about a hobbit named Biblo Baggins. All he wants is to live in peace and quiet. It was a wonderful book. I like mediviel evil times, so I found this book interesting. Read it; it's magical."
29,book_199631,59.1542862057,15/67,1,"Too Profane and Incoherent to Make Sense
     I can give more than a one star rating to a book I disagree with, but this one is definitely not the one. I tried to read this with an open mind, but could not get far owing to the volume of profanity and absurd reasoning coming out of Al Franken. For example, he notes correctly that the left wing is often called the Hate-America Crowd, and then tries falsely to compare liberals' opposition to President Bush and Iraq with the earlier conservatives' opposition to President Clinton's bombing of the area of former Yugoslavia. His reasoning is silly. To begin with, the Hate America character of the left-wing long predates both administrations. Since time immemorial, left wingers have tried to blame western values and policies for the world's ills. Despite the left wingers valiant efforts, there is no credible evidence that President Bush tried to deceive the American people about Iraq. Current conspiracy theories (Bush motivated by Haliburton, by the Jews and Israel, and-who knows-maybe even motivated by little green men from Mars telling him what to do in foreign policy) are simply fantasies. In contrast, President Clinton had, over and over again, proven himself to be an inveterate liar, and thus totally unworthy of trust in military matters (or, for that matter, any matters)."
30,book_200352,52.6524390404,5/9,4,"Very Savvy
     Al Franken is a very savvy writer. I don't always agree with his politics and I think if I read this as a political campaign speech I'd have issues. But it's not a political campaign speech. It's a book written for entertainment. That's exactly what it did, entertain me."
31,book_201683,49.7780474635,18/23,4,"Dishin' It Out
     Which is what the conservatives do so well but as their reviews show they sure can't take it! Great book with serious documentation. Democrats owe this guy a large debt of gratitude. A note to the unfavorable (conservative) reviewers who feel Al is so mean spirited: Are you aware that Al is friendly with many conservatives as evidenced by their (Jerry Falwell, G. Gordon Liddy, William F. Buckley) appearences on his since-cancelled show &quot;Lateline&quot;? Did you even read the part of the book where he speaks so nicely of Gary Bauer?"
32,book_209279,52.7955883079,2/8,2,"Why do we celebrate the personally weak in society?
     As a Gen X'er I've noticed many people my age who've grown up in the ""self-help"" era to become self absorbed, excuse-making adults. I found Holden Caufield to be weak of character and he reminded me of the afore mentioned people. I struggle with understanding why this particular book has been so greatly celebrated. Is it the same logic that has spawned America's fascination with society's weakest? (Dr. Phil, Jerry Springer, ect...) Are we coddling our children into becoming Holden Caufield's?"
33,book_226946,82.9498878847,4/6,4,"Wonderful Novel!!
     I read the book in a matter of a few days. I had heard many things about the book being both good and bad. I decided to try the book for myself. Although, there are a few parts where the book is slow moving and even disturbing I found the book to be very interesting. It is a book that you dont really get into, or even uderstand, till it is over. You really begin to understand Suzie, the main character, by the end. It brings a new light to an explination of life after death. Althogether, I found it to be well written and interesting but I do believe it is aimed more towards a teenage audience."
34,book_229667,76.54443875289999,16/33,2,"Maudlin to the max
     Kudos to Ms. Sebold for getting her first novel published and becoming a best-seller. That said, I think most people are ...in by the original premise of the novel. Some of the writing is good and Ms. Sebold clearly has talent. However, I found the book to be a difficult read (shifts in tone, unbelievable characters, plodding story-line). I guess it's a story about loss and how it affects various people. I didn't much care about any of the characters so I didn't feel their pain. The first chapter is promising and there are other bits of excellent writing, but as a whole, the novel doesn't work. Maybe she needed a better editor? There are flaws in logic (no one from her neighborhood dies and enters heaven over the eight-year span of the story? the dog dies and shows up in heaven, but not the grandmother?) And I swear some of the sentences just didn't make any sense. The mother/detective relationship was not believable. The detective was incompetent, but romancing the mother? I don't think so. I also had serious problems when the father (thanks to Susie's help) identifies the murderer. In any event, I became bored with the book and struggled to get through it. When it turned sci-fi (Susie inhibits Ruth's body) near the end, I completely lost interest. The ending ties everything up into a nice bow, but the death of Mr. Harvey (in terms of how he dies) was stupid. Again, a great premise, but not a great read."
35,book_230569,57.6520174814,21/29,5,"Read it and Decide for Yourself!
     The problems that arise from objectivism are that people dogmatically accept ALL of its tenets regardless of what they actually think for themselves because it's so rooted in logic. The greatest value that was listed in this book was to THINK! to THINK for yourself. To live. To exist. Blindly accepting someone else's arguments without giving them real, actual, rational thought is pointless and worthless. That's why reading this book turns some people into bitter, horrible human beings. They don't know how to rationalize things for themselves, so once they're presented with a compelling argument, they fall into it and grasp hold of it, because they are shapeless, formless, and worthless in and of themselves. Since when does a compelling argument ever give you the excuse to totally abandon your entire previous belief system? Even just ONE example would be God. Yes, objectivist principles are contradictory to many tenets of Christianity. On the other hand, do they in any way prove that the world cannot be the result of intelligent design? Absolutely not. Despite how it may seem, everything has room for expansion of thought. There are always questions unanswered by philosophies, even objectivism, unless you simply use it as a blank slate to fill in every question you could have without THINKING on it for yourself."
36,book_237309,56.5029625267,10/13,1,"Long ago, in a galaxy far away...
     The fact that a 15 year old wrote this is impressive. However, I felt like I was reading the narration from a computer role playing game, without the fun of being able to direct the action myself. The book makes a fine first draft, but should have gotten alot more work before being published. It doesn't even come close to Harry Potter, much less Tolkien. The only character that really comes off is Saphira, all the others seem like stereotypes. I see a great future for Paolini as a designer of computer role playing games, but writing a novel takes more than just a bald description of the action."
37,book_240895,44.7441057454,1/16,1,"How do you keep an idiot busy for hours?
     I feel The Hobbit was not only the worst piece of literature I have ever read, but the most borring. This is from a students point of view. I had to read The Hobbit for an assignment, and let me tell you, I can not even count the number of times I fell asleep while reading the book. After reading the book, I bought the cliff notes, as a last resort, and, they were even as bad as the book! No help came from them! Teachers shouldn't give students that type of book to read as an assignment, it was very difficult to understand, and I feel the book should be abridged if its going to be given out to students"
38,book_240910,72.94873090829999,3/12,1,"Good writing, screwy plot.
     This book is printed on really thin paper that tears easily - much more easily than other paperbacks in my collection. I have already ripped two pages just reading the story to my daughter, and I'm only on page 85. I purchased this new version because the product page indicated it included pictures, but the pictures are all rough b/w drawings that do not enhance the story."
39,book_242767,45.479901114499995,1/5,2,"Childish but readable
     There is no action, no underlying them, it's too gory, but, it wasn't horrible. I personally could never get through it, but I've gotten about halfway various times, and I don't care for it. The reading level is about the same a Black Beauty, which I read in second grade. However, you never get to really like any characters, and there isn't any kind of theme. As Tolkein says, if you like there-and-back again kind of books, read the Hobbit. I would recommend it to middle school boys who enjoy action figures and role playing battle games. And people with no life and lots of time."
40,book_245850,0.905791440095,1/5,5,"Waste of time and money
     hsds sffssvuygafvs f s s s ssffcch xba hd xi hszxx s x dzg ffffcss anf tead yoad hi frog sites six sue"
41,book_261206,30.0529799433,1/31,1,"Warning: Don't waste your time on this book!
     I read this book in my literatuure class and I fell asleep a lot.(If I wasn't sleeping then I wasn't paying attention). I thought it was a crappy book. It appears that most people on this review list like it but I DON'T! This was a dread to read."
42,book_262034,79.1834417386,11/11,5,"A Charming Version Of A Classic
     The novel The Hobbit by J. R.R. Tolkien tells the story of a hobbit named Bilbo Baggins. He is forced to join a group of dwarves on a quest to reclaim their families' ancient treasure from the evil dragon Smaug. It is a dangerous journey and during the quest it is Bilbo who saves the dwarves on more than one occasion and finds Smaug's weak spot to get back the dwarves' treasure. Although at the beginning of the story Bilbo does not believe he can achieve the dwarves' expectations, he ends up surpassing them. Bilbo becomes the unlikely hero of the group after many an example of his courage and ability to perform under pressure. The Hobbit is a wonderful adventure, fantasy novel which appeals to all ages. It can be read as a straight adventure story by younger readers, or as a more moral story by the older reader. Tolkien has tried to ask a question of the reader: would they rather sit at home and do nothing and have a quiet existance, or go out into the world, get involved and make a difference. I would recommend this book to anyone who has a love of exciting, fantasy and adventure stories. Although The Hobbit is around seventy years old, the underlying themes of the book are ageless."
43,book_270387,54.597742839,2/5,1,"The Edmont Hotel, New York City
     This is, without question, the most overrated book that I have had the grave misfortune to encounter. I will grant that, in its day, the book was probably read as a refreshing challenge to the generally accepted understanding of what it means to be a youth, but, by today's standards, Holden is a seventeen year old kid struggling through a sixth grade existential crisis. This book has not aged well."
44,book_271750,77.982295479,13/16,5,"What's The Big Deal?
     I was interested in reading &quot;Catcher&quot; due to its history from Mark David Chapman up to its inclusion in &quot;Conspiracy Theory.&quot; As an aspiring writer, I was very impressed and entralled by the style throughout the book. I loved the conversational writing and feel that's at least 50% of the charm of the book. It's very engrossing and very true-to-life. I don't want to read a literary work that reads like a Medical report. Conversations have real language, descriptions, tangents etc --- and &quot;Catcher&quot; is Holden's story of depression. Which brings me to another reason for liking the book.....I can relate to Holden's plight. I'm now 20 and a sophomore in college, but I feel very isolated away from home. I have very few friends at college, and many of my high school friends have changed drastically. I'm changing, too, and I feel like I don't have anyone I can relate to. As &quot;corny&quot; as it may sound, I relate with Holden and his isolation from society. But not everyone will have that relationship with the character. I believe many who read it will find a piece of themselves floating around in Holden's mind, though. Be warned that it is not a &quot;plot&quot; book, as many reviewers have complained. True - It doesn't have a plot, per se, but it is an interesting story that through reading, I think, allows for much self-evaluation while Holden searches for himself and his role in society. If anyone would like to discuss the book, feel free to e-mail me!"
45,book_271764,70.6909351544,10/10,5,"Young & foolish
     I was just browsing through the customer reviews of this book, and although I'm sure no one gives a damn about what I have to say (in the rare case that anyone will ever even read this review), I would like to offer my opinions and arguments with those who dislike this book. First of all, the issue of teenage angst is a difficult one to depict in words. It is a difficult one to depict without actually being a teen. Most of the depictions of teenage life these days are rather exploitative. They mostly tell teens how to behave and do not show the true side of adolescence. To those readers who complain that Holden is an &quot;immature malcontent&quot; and so on, teenagers are often immature and often are malcontents. If Salinger led you to believe that Holden is an immature malcontent, then his mission was accomplished. At the current age of 17, I can relate to Holden's character moreso than any other teenager depicted in the media. Although Salinger's style of writing is a little too elementary to be called a &quot;classic,&quot; I feel that Holden Caulfield should be the model for teens. Here we have a character who hates change and wants to be a &quot;catcher in the rye.&quot; When I see children shooting each other, I feel that this is a noble goal for anyone to have. While you are entitled to your opinion, keep in mind that if the world were full of Holden's &quot;phonies&quot; it would be a conformist nightmare. Thank god for people like Holden."
46,book_277395,59.353024424,11/23,1,"Swallowing Poison
     This book is a work of fiction contradicted by scholarly writing and historical authorities readily avilable. Yet, there is a real danger that readers will take it as historical fact swallowing whole the sensationalist writing, anti-Catholic bent, and conspiracy plots. Based on a perusal of the reviews here, many readers do take the writing as fact! On the one hand, it's laughable that Americans rely on novels and Hollywood movies for an understanding of history. On the other, it is very sad and consequently, Mr. Brown should be embarrassed to propagate so much falseness and bigotry. Most concerning, it mocks all that is revered by Christianity by cloaking inaccurate information as fact. Moreover, it defames and slanders real organizations such as Opus Dei and the Catholic Church by assigning them roles as participants in modern-day criminal and deviant acts. Apparently, it is permissible to write a Catholic-bashing book. In sharp constrast, look at the media frenzy that has arisen surrounding Mel Gibson's The Passion for even daring to depict Jews in a bad light. Would a publisher ever dream of printing such a book about Muslims or Jews?! No. But Catholicism is fair game. The novel itself is poorly written consisting of shallow character devlopment and poorly crafted suspense; it relies on silly riddles and cliff-hangers at the end of ridiculously short chapters to ensure the reader will continue reading (in a book that numbers roughly 450 pages, there are 105 chapters). Overall, I am disappointed that Mr. Brown is making a fortune off unwitting readers."
47,book_278347,53.716243130500004,9/20,1,"Historically Incorrect
     The book reads poorly, the author claims he has done his research when he hasn't. He endoirses Gnostic Gospels like Thomas to support the idea that Jesus was married when he wasn't, ignoring the fact that the Gospel of Thomas says women must become men to be saved. He claims the Pope shut down the Knights Templar and persecuted them in Rome, when the historical evidence in fact says that the Pope couldn't have persecuted them from Rome because he was in France at the time and the King of France Manipulated the Pope into supressing them. The Pope wasn't the bad guy, it was the king of France etc, etc, etc, etc......ad infinitum. It is another example of a bigot, who because his bigotry is socially acceptable to an athiestic society and media that like to distort the truth, gets a way with publishing bad literature and lying about his scholarship. If some of the evil Characters were Jewish instead of Catholic no one would think it was such a great book."
48,book_287622,69.6467281526,5/11,3,"Am I missing something?
     While this book is acclaimed as one of the best fantasy novels of all time. I find that the most weighing factor for this is age. Being published in the early 20's, it was certainly a groundbreaking book in its time. At this point, however, while the book is better then some of what is out there, it is given far to much esteem. I found the book, superfluously wordy. The resolution of the plot easy to foresee. And I had a hard time finishing it, I wasn't filled with wonder. Perhaps this is due to my reading a great deal of fantasy previous to reading the Hobbit. I feel the works of HG Wells and Jules Verne have weathered the ages much more effectively. So I would recommend the Hobbit to adolescents, people who are interested in getting into fantasy, and those who have a great deal of patience."
49,book_290094,50.912623462,8/18,1,"Holds my attention
     I have never been so diasppointed with a book. Dan Brown basically takes a few religious theories (that have been around for quite a while and aren't obscure at all) and intertwines them with a lame plot. Don't waste your time reading this book. The fact that so many people like it and find it so earthshattering is only a sad testament to how pathetic, limited, and closed minded we have become."
50,book_290541,39.4646598383,3/10,5,"Better than expected
     For those of you who love to bash the truth to serve your own delusion, wake up and smell reality - this is not a crock of crap - this is a great book and guess what? The history in this book can be independently verified by numerous sources, but obviously those sources are not the one's taught in your school - they are the sources of real research and discovery that no school would have the guts to teach because how could teachers explain that we have been shrouded from the truth for centuries and they have been willing participants in the lie because they are lazy. We have been lied to about religious &quot;fact&quot; to serve only the good of the &quot;church&quot;, to ensure that their power will not go away. To uncover the truth, writers and researchers like Dan Brown have to fly in the face of what we have been taught for centuries and begin to awaken our poor &quot;led by the nose&quot; population and take chances like this to print the truth. So for those of you, who are so ignorant and are professional &quot;followers&quot;, have fun in the god forsaken paper bag that you live in - because you'll never break out until you open your eyes."
51,book_291545,44.3938425381,17/25,1,"the da vinci flop
     I didn't read &quot;The Da Vinci Code.&quot; I was about to when I read the FAQ on the book's website and was appalled by the shallowness of Dan Brown's answers. It was his answer to, &quot;HOW MUCH OF THIS NOVEL IS BASED ON FACT?,&quot; which really disappointed me. The bulk of his response was, &quot;The paintings, locations, historical documents, and organizations described in the novel all exist.&quot; Thriller or not, this book is passed off as being historically accurate and full of facts (which has been been commented on by numerous reviewers here and elsewhere). I expect a lot more information regarding his sources and research when he has unlimited space on the net (I didn't notice a bibliography in the back of the book either). I would probably enjoy this book as a mystery, but the way he presents this book seems devious and unethical which is why I chose not to read it."
52,book_298976,48.018742251599996,5/8,5,"A different perspective
     I had a hard time putting this one down. This book had my attention from the very first page . I love this book and highly recommend it to any one. It's not everyday you find good reading."
53,book_299786,49.40369103689999,8/13,1,"Much Ado about Nothing
     I finally broke down and read this book because of all the buzz it generated - after all, &quot;Cold Mountain&quot; generated a lot of buzz, and it was an excellent book. Unfortunately, this book reminded me of why I shy away from books on the best seller lists: They're usually pap. I think I'll go back to avoiding the best seller lists."
