_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,helpfulness_gold,no,review
2905773271,false,finalized,3,12/23/2020 06:29:49,somewhat_helpful,0.3402,,45888,اعتقد أن الكتاب لايخاطب الملحدين فقط،بل هو كفيل بإعطاء جرعات يقين للحيارى والتائهين.من أجمل ماقرأت ،واعجبني كثيراً الجزء المتعلق بالقرآن،والحمدلله الذي هدانا للإسلام وماكنا لنهتدي لولا أن هدانا الله.
2905773272,false,finalized,3,12/23/2020 06:29:49,helpful,0.6598,,48829,:D اطول رواية قرتها فحياتى مع ذك مشوقه بطريقه خرافيه خلصتها ف 4 ايام :3
2905773273,false,finalized,3,12/23/2020 06:30:40,helpful,0.6598,,45752,كتاب ممتع. يحمل بين طياته اجوبه لتساؤلات كثيره قد تقض مضجع الواحد منا. وبهذه الأجوبه فإنه يطمئن قلب المؤمن وقد يهدي قلوبا متردده.
2905773274,false,finalized,3,12/23/2020 06:30:40,not_helpful,0.6598,,34148,"شكراً لكل من خالف نهاية احمد خالد توفيق و اسقط يوتوبيا !!؟ . هكذا كتبت في 25 يناير 2012. و الآن أقول :. "" الطريق إلي اسقاط يوتوبيا طويل ، لكننا سنُسقط يوتوبيا و إن كنا غباراً .. سنُساهم في إسقاط يوتوبيا"""
2905773275,false,finalized,3,12/23/2020 06:30:40,helpful,1.0,,41541,مشاعرى خ?ص بجد!!. على قد ما كرهت عزيز على قد ما اتعاطفت معاه. مقدرش الومه ?ن هى السبب في تراجعه. افكار كتير ونهايات اكتر ممكنه. كان ممكن تحط كل الك?م اللي هنا فى الجزء الأول. الراويه المواقف اللي فيها مش جديدة كل ما فى ا?مر انها وضحت جانب تانى. مع انى حبيت الجزء ده اكتر بس مكنش له داعى الصراحه. دخلت فى دوامه بقيت بحس البطل مختل نفسيا ساعات. وبحسه عق?نى ساعات. مبقتش عارفة ايه الصح :) بقيت ببرر افعال وارجع اتعجب منها!!. اللخبطه اللي معايا اكدتلى حاجة واحدة روايه رائعه. ترهق مشاعر القارئ لكن ? يوجد بها الكثير من الجديد
2905773276,false,finalized,3,12/23/2020 06:30:40,not_helpful,1.0,,39908,"سأشتاقُ اليكِ رُقيّة ,,,,"
2905773277,false,finalized,3,12/23/2020 06:31:30,somewhat_helpful,0.3402,,1526,لم اجدها ممتعة، قرأتها لقتل الملل في اوقات الفراغ بين الحصص المدرسية.
2905773278,false,finalized,3,12/23/2020 06:31:30,somewhat_helpful,0.3402,,60043,"لامس روحي.. الآن شعرت معنى ""البلاد طلبت أهلها """
2905773279,false,finalized,3,12/23/2020 06:31:30,helpful,0.6598,,14,من كان بوسعه أن يقبل بأن يكون له أكثر من أم سوى من تاه في أكثر من.. أسم أكثر من.. وطن أكثر من.. دين. ......................................................................................... أن كنت تبحث عن نهاية سعيدة .. فليست هنا. هنا القصة عن الهوية وعن مدى تأثيرها على المجتمع والدولة. وفي شكل رواية جسدت .. والضحية هو طفل لا يدري ما ذنبه غير كونه ولد لأبوين ليسا من نفس الجنسية
2905773280,false,finalized,3,12/23/2020 06:31:30,helpful,1.0,,30570,رغم انه عجبنى اسلوب االذى جعلنى احيا مع الروايه وكان افرادها امامى اراهم بعينى وارى حركاتهم ورغم اعجابى بالروايه واندماجى بها لكننى بعد الانتهاء منها قررت الا اعيد فكره القراءه لاحمد مراد مره اخرى زعجنى الفاظه وتشبيهات ومصطلحاته الخارجه والتى لم يكن لها تاثير اذا تم حذفها والاستغناء عنها وهذل هوا ما دفعنى لاعطيها 3 نجوم رغم اننى معجبه بالروايه ذاتها
2905773281,false,finalized,3,12/23/2020 06:31:53,helpful,1.0,,16009,"اللغة شاعرية وجميلة كعادة احلام لكن الرواية عادية، لم أشعر ان نهاية الرواية انتصار كبير لـهالة بل شعرت انها خسارة للاثنين، وتمنيت لو تنتهي بتفاصيل اكثر بدل ان تنتهي بمجرد ""خلعها للون الاسود""، هذه النهاية شبه المفتوحة.. كثيرة هي الروايات عن الحب بين اثنين وضعف البطلة امام الحب وانكسارها، وقليلة تلك التي تغوص في أعماق العلاقات خارج اطار علاقة الحبيبين، تمنيت لو ان احلام فعلت ذلك فقد وجدت نفسي اتسائل باستمرار عن زوجة طلال ودورها. ايضا، مما يجعل الرواية اكثر مصداقية هو الخوض في بعض تفاصيل الحياة التي كانت تخلو منه هذي الرواية، فحتى لقاءات هالة بـ طلال كانت مسهلة وسريعة المنال، بالرغم من انها من مجتمع محافظ وهي بنت القبيلة كما ذكرت أكثر من مرة، وبذلك أرى ان الرواية أصبحت مجرد لقاءات تجمع بينهما فقط.. مما يعجبني في روايات احلام استنادها للتاريخ الجزائري وحكايات بعض الشخصيات التي عادة ما تكون اكثر واقعية من حكايا الأبطال انفسهم، مثل قصة اخوها علاء وصاحبه الندير."
2905773282,false,finalized,3,12/23/2020 06:31:53,helpful,0.6804,,62618,الشخصيات الثلاثة كانو على دراية بتفككهم الداخلي و انا اظن انه على الاقل بالنسبة للجيل الاول و الثاني انهم اختارو النهاية لا حبا في الامل بل حبا في موت شرعي يعوض هلامية حياتهم
2905773283,false,finalized,3,12/23/2020 06:31:53,helpful,0.6598,,4676,أعجز عن التعبيرر لقوة التعبير في هذا الكتاب.. تأسني كلماته بعيدا عن كل شيء. ليتني لم أنهه
2905773284,false,finalized,3,12/23/2020 06:31:53,helpful,1.0,,43060,في رأي، ارتقى أسلوب الكاتب أحمد مراد من الناحية البلاغية بشكل ملحوظ في روايته الرابعة 1919، فنجد إهتمامه بالمفردات و المعاني جلياً جداً. كما أني أجد تأليفه رواية تدور أحداثها في قالب تاريخي تحدياً كبيراً نجح في تحقيقه و عن جدارة..و خصوصاً أنه قد إعتدنا منه تأليف روايات بوليسية.. الرواية شيقة و ممتعة و زاخرة بمعلومات كثيرة عن تلك الفترة التي عاشتها مصر من تاريخها
2905773285,false,finalized,3,12/23/2020 06:32:38,helpful,1.0,,49329,"هذه أول مرة أقرأ فيها رواية بنسختها الالكترونية ، بعد سنين من المقاطعة و الالتزام بمتعة مرافقة كتاب حقيقي اضطررت ان اتخلى عن موقفي هذا لاسباب مادية بحتة ...و حقيقة لم تكن رحلة سيئة لكنها غريبة علي و هو ما اثر حتما على تقييمي للرواية...... ""أنت لي"" طالما جذبني هذا العنوان فهو يدغدغ المستبدة الصغيرة اللي تسكنني :-D و بعد ما قرأت ما كتب الأصدقاء عنه ازددت فضولا حتى أعيش حكايته بنفسي .هي رواية كلاسكية بمعنى أن أحداثها جد متوقعة، لم تفاجئني بتاتا ،و منذ الصفحة الاولى كنت اتوقع سيرورة الأحداث و كأنني بمسلسل مكسيكي من التسعينات ، و بالرغم من هذا هي حكاية مشوقة شدتني لآخر كلمة فيها و هنا يبرز ابداع الكاتبة و مدى حرفتها ، لغتها بسيطة و سلسلة رغم بعض البلادة في ""الحوارات القلبية"" و التكرار الممل لبعض العبارات ، أعجبني الاغداق في التفاصيل و جعلني انغمس في عالم ""رغد"" و ""وليد"" .أزعجتني تصرفات رغد كثيرا فأنا كل شي عكسها و لو كانت أمامي ""راني هرستها""(بالتونسي) ، أعجبتني شخصية وليد و هي مرسومة باتقان و ازعجتني سلبيته في بعض المواقف ! تعاطفت مع سامر و أروى لأقصى حد و تمنيت من الكاتبة ان تنصف أروى قليلا ! النهاية السريعة و المبتورة لم تعجبني مقابل الاطالة في الجوهر ، أخل توازن القصة ! أمر اخر لماذا تجنبت الكاتبة ان تذكر لنا باي بلد دارت الأحداث و باي زمان! كان من الاجدى بها ذلك حتى تكتمل الصورة في أذهاننا. ""انت لي"" هي استراحة صيفية خفيفة بالنسبة لي قضيت معها وقتا جيدا.... عموما القصة تصلح لان تكون مسلسلا تلفزيونيا ناجحا يشد خاصة المراهقين . اتوقع نجاحا باهراً للكاتبة فيما يلي فقد لامست موهبتها في كل جملة و رهفة حسها في كل عبارة. أحسنت. :)"
2905773286,false,finalized,3,12/23/2020 06:32:38,unrelated,0.6562,,41173,لا تغفري يا عزيزتي فالغفران نعمة لا يستحقها الدئاب
2905773287,false,finalized,3,12/23/2020 06:32:38,helpful,0.3438,,54774,لا يزال كنفاني يرقب حيفا من بعيد .. يشمّ عطر برتقالها ، ويحلم بالعودة لها ،. يخط بقلمه ملاحم المعركة وخطوات الطريق .. لعل ذلك يقربه منها ، اليوم يحمل أحفاده حلمه ويوصلون رسائله إليها مع صواريخهم ...
2905773288,false,finalized,3,12/23/2020 06:32:38,helpful,1.0,,64263,بصفة عامة فيها بعض الاشياء الجميلة مثل وصف مدن و ثقافات اخرى.. طريقة السرد رائعة و غير مملة..و لكن لا تخلو من بعض النواقص..مثلا ماذا وجد علي في الصندوق الذي اعطاهاه اياه ؟رشيدوف.. ما صلة القرابة بين طيف و نور الله؟. النهاية كنت انتظر ان تكون اكثر وضوحا خصوصا و ان الرواية 700 صفحة!!. والاكثر من هذا و ذاك المشاهد الاباحية الكثيرة لم افهم لما اصبحت الروايات بهذا الفحش لدرجة انني اصبحت افكر في عدم قراءة رواية مرة اخرى!!
2905773289,false,finalized,3,12/23/2020 06:32:14,helpful,0.6598,,17835,الروايه حلوه جدا والكلام واصل قوي بس النهايه والقفله معجبتنيش
2905773290,false,finalized,3,12/23/2020 06:32:14,helpful,0.6598,,46908,كتاب متكامل .. وجبة دسمة خفيفة الهضم .. ارتبطت بهالكتاب كثيييييير
2905773291,false,finalized,3,12/23/2020 06:32:14,helpful,1.0,,27211,في قلبي اتثي عبرية ... حبيت النهاية .. حبيت المناقشات الدينيه الي فيها .. حبيت الحب الصافي الي فيها . حسان كان من اكتر الشخصيات الي لمست قلبي .... الكاتبه محبتش اسلوبها !! مفروض انها قصة حقيقيه بس برده فيها جزء خيالي كده . و هي ان كل يهود الروايه اسلموا .. مظنش الكلام ده واقعي ابدا ... مندمجتش قوي معاها علي عكس ما توقعت . اولها شدني جدا خصوصا جزء ريما .. نصها ممكن اكون نسيته من كتر الرغي .. و اخرها كان عايز يخلص في ?0 صفحات بالكتير ...انا للاسف مش من انصار الرغي الكتير في الروايات ... و اظن انا الوحيييده الي ادت رأي سلبي عنها .. و كل الي اعرفهم حبوها جدا .. بس الي يحب دماغ ابراهيم عيسي و اسلوب نور عبدالمجيد صعب يندمج مع الروايه دي... بس برده ما زالت النهايه حلوه و ابطال الروايه شخصيات مش موجوده دلوقتي ...
2905773292,false,finalized,3,12/23/2020 06:32:14,helpful,1.0,,788,الحياة بلا أب ، في بلاد جل أطفالها مجهولو النسب ، في الفقر و الحرمان ، في نكران عائلة الأب لك ، مرهقة جدا ،، ليس المهم ان تكون ذا إنتماء جغرافي المهم أن يكون لك إنتماء لأفكارك --. صاحب الرواية أخذنا في جولةما بين الى بلاد ساق البامبو و بلاد الصحراء و الجفاف ، و ما أظمنه ان هذه الجولة رائعة
2905773293,false,finalized,3,12/23/2020 06:32:39,helpful,0.6598,,28143,لو كان لدي مزيد على الخمس نجمات لأرصع بها سماء هذه التجربة الثرية والفريدة لما توانيت !. بكيت بشكل لا يصدق .. #سكنتني هذه الرواية الخلابة حد الثمالة ()
2905773294,false,finalized,3,12/23/2020 06:32:39,helpful,0.6598,,55081,رواية جميلة بنهاية سيئة. فيها حكمة بدون قصة
2905773295,false,finalized,3,12/23/2020 06:32:39,somewhat_helpful,0.3402,,20601,قصه تافهه ولم اجد لها مغزى
2905773296,false,finalized,3,12/23/2020 06:32:39,helpful,1.0,,41923,"مأساة عبد العزيز وجمانة تضع النقاط على الحروف ليتبين الخفي الغامض من اسرار التراجيديا الأولى أحببتك أكثر مما ينبغي , هنا وفي هذه الصفحات يبدء ضحية المجتمع والمحب العاثر عبد العزيز في طرح قصته من وجهةنظره ليبين المرض في نفسه وفي نفس جمان فالحب ليس اختيار لكن ما يليه وطريقة التصرف فيه هو الأختيار واختيار عبد العزيز دمر كل فرص نجاح هذه العلاقة البائسة فهو مستمرٌ في الخطأ يطالب بالعفو الدائم لتغفر الحمقاء له دائما ليستمر هذا الكابوس إلى الأبد مخلفاً روحين في حزن دائم روح فتاة تخلت عن كل احلامها وساعدت نفسها على الوقوع في حفرة غرام مسمم لتربط مصيرها مع شابٍ لم ينضج بعد رغم كونه في العقد الثالث من عمره لكن وجدانه لا يزال في الثامنة عشر. روايتان تكمل الواحدة منهما الاخرى ويجب قرأتهما معاً وانا اقر بانني لم اكن لافهم الحبكة بدون الجزء الثاني فهو من جنس الاول ومراجعتي هذه ليست سوى اضافات على مراجعتي للأولى فلن اطيل الحديث لكوني اطلته في الأول. https://www.goodreads.com/review/show.... ** الأحداث**. عبد العزيز يصف اسطورته في الحب ويحكي لنا غبأه وتصرفاته الطفولية الحمقاء الناجمة عن مخلفات مجتمع عطب تقيد الحرية بل وتمحوه لترمي بالظلال البشرية هذه في بؤرة الانفتاح والتمدن ليصاب هذا الفاقد لمعنى الحرية بهيستريا قاتلة تحرمه من الاستقرار العاطفي. لن انسى هذا الثنائي ابداً ابداً فبواسطتهما تعرفت على مشاكل كثيرة في الوطن وعقول ابنائه وتعرفت على اللغز وراء فشل العديد من قصص الحب. شكرا جزيلا عزيزتي أثير لهذه الصفحات القيمة"
2905773297,false,finalized,3,12/23/2020 06:33:16,helpful,1.0,,35851,يخربيت الدماغ المتكلفة دى !!. محمد صادق انت طلعت برنس اوى بجد. اروع رواية انا قريتها لحد دلوقتى .. اول مرة اقعد اقرا رواية و اخلصها ف يوم واحد كدا. الرائع انه بيلخص الشخصيات ف الاخر وبيفسر دة بأنه مين مش اتغير طول حياته ومين فضل زى ما هو. كلنا بنتغيير. واكيد مش هتكون اخر حاجة اقرهالك .. دى بس البداية
2905773298,false,finalized,3,12/23/2020 06:33:16,helpful,1.0,,37750,الطنطورة .. وتلك الفتاة الطنطورية رقية الجميلة .. أمسكتني من يدي ..سحبتني الى أرضي التي لما أراها طيلة سني حياتي .. شممت رائحة البحر وزهر البرتقال .. أزحت نظري عن مشاهد الجثث المكومة .. وعطلت حاسة الشم لدي عندما مررنا بجوار الذباب المنكمش فوق البقايا أغلقت أذني عن صوت المدافع والرشاشات ولكني لم أستطع منع دموعي من الأنهيار طيلة صفحات الكتاب .. أساسا لا أدري كيف أستطعت القرأة والغباش طوال الوقت يعيقني .. أمسح دموعي وأكمل المسيرة معك يا رقية شممت تراب أرضي التي لم أزرها !. شكرا رضوى عاشور
2905773299,false,finalized,3,12/23/2020 06:33:16,helpful,1.0,,56585,لغة أثير جيّدة وثقافتها واطلاعها يخولانها أن تكتب شيئاً أفضل من هذه الرواية ، لم أحب الإبتذال رغم أنه كان عابراً في الرواية ولكن البعض يشعرني أن الحب يجب أن يدور في فلكٍ معين رخيص مما يزعجني حقاً ويجعلني أفكر في العدول عن إكمال أي كتاب كهذا ، تملك أسلوباً مشوقاً لكنني أظن أنها استعجلت جداً في إخراج هذا الكتاب ، وفكرة الرواية مفروغ منها مع بعض الإضافات هنا وهناك ، ربما يوماً تكتبين شيئاً أفضل يا أثير !
2905773300,false,finalized,3,12/23/2020 06:33:16,helpful,1.0,,21211,"روايَة مليئة بكمية مِن المشَاآعر المُرهقه والذليلة بالوقْت ذاتهه ... احْببت واقعية الروايه وسهولة لغة الكاتِبه ومزجها لِخليط من جرعاآت الألم والحب الواصل لدرجة الهَوس ... لم آجدها مبتذله او غير منطقيه ، فالحُب هو من يُوصلنا لمراحل لانَظن انفسنا يوم بأننا سوف نقف فيهَآ ... اظن بأن من لم تصل كلماتها لقلبه ولم تُحدث اي استِجآبه ل واقع مرارة الحب هو وحده من لآيملك عآطفة صآدقه ... آجد نفسي أحببتها آكثر من اي رواية اخرى .. "". لا أنصح بقراءة روايتها الثانيه "" في ديسمبر تنتهي كل الأحلام "" ك اول قرآءة للمؤلفه لكي لأتفقد ثقتك التامه بالكاتبه .. /"
2905773301,false,finalized,3,12/23/2020 06:32:57,helpful,1.0,,1068,بكل اختصار رواية جميلة وخفيفة، كتبت باسلوب مشوق للغاية تأخذك في جولة حول العالم.. فعلاً تستحق القراءة.
2905773302,false,finalized,3,12/23/2020 06:32:57,helpful,1.0,,21544,اسلوب الكاتبه اكتر من رائع حبيت الروايه بكل تفاصيلها لدرجه اني قراتها مرتين ممتعه حد الوجع
2905773303,false,finalized,3,12/23/2020 06:32:57,helpful,0.6598,,50533,الحب مثل الموت وعد لايرد ولا يزول ........ حلوه الروايه الى حد كبير بتمثل بنات كتير تايهه فى صندوق الذكريات ومش لازم ذكريات الحبيب فيه ذكريات كتير اصعب من فقدان الحبيب ......
2905773304,false,finalized,3,12/23/2020 06:32:57,helpful,1.0,,59991,رائعه مليئه بالقسوه والالم والمشاعر الصادقه أحببتها واثرت فى واعجبنى واقعيته فى وصف مشاعره ...
2905773305,false,finalized,3,12/23/2020 06:34:55,helpful,1.0,,43152,"نمط جديد لأحمد مراد فى الكتابه ... اسلوبه الجيد الذى يجعلك تتوغل فى الاحداث و تشارك الشخصيات شعورهم و انفعالاتهم. تفاصيل تارخيه , و احداث مشوقه , و نهايه غير متوقعه لبعض الشخصيات ..."
2905773306,false,finalized,3,12/23/2020 06:34:55,helpful,1.0,,48903,روايه اكثر من رائعه. اللغه مميزة. ووصف الاحداث الدقيق يجعلك تشعر انك تعيش في القصه وترى الاحداث بعينيك !
2905773307,false,finalized,3,12/23/2020 06:34:55,helpful,1.0,,18947,من أوائل الروايات الذين قرأتهم، وذلك من اقتراح صديقة لي.. لم يجذبني شيءٌ في الكتاب بقدر أسلوب الكاتبة الجذاب والجميل جداً والغارق في العشق فعلاً، لكن شعرت بقليل من الملل في بعض الصفحات، وقليل من الكآبة في صفحات أخرى، لما واجهته من هجر وفراق حبيب.. القصة والحبكة مألوفة مثل باقي القصص السعودية للأسف، لا جديد في شاب عربي يميل لفتاة، فيحبها، ثم تصيب العلاقة برود .. وفي النهاية يفترقان، قصص الحب كلها متشابهة.
2905773308,false,finalized,3,12/23/2020 06:34:55,helpful,1.0,,45979,من اروع الكتب الفكرية اللى قرأتها واللى اثرت فيا بجد وغيرتنى
